Causa de muerte (lista reducida);Mes de defunción;Sexo;Periodo;Total
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Enero;Mujeres;2019;1.640
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Enero;Mujeres;2018;1.880
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Febrero;Hombres;2022;830
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Febrero;Hombres;2021;718
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Febrero;Hombres;2020;883
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Febrero;Hombres;2019;915
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Febrero;Hombres;2018;930
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Febrero;Mujeres;2022;1.253
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Febrero;Mujeres;2021;1.101
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Febrero;Mujeres;2020;1.430
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Febrero;Mujeres;2019;1.452
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Febrero;Mujeres;2018;1.451
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Marzo;Hombres;2022;814
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Marzo;Hombres;2021;773
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Marzo;Hombres;2020;1.133
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Marzo;Hombres;2019;868
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Marzo;Hombres;2018;921
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Marzo;Mujeres;2022;1.275
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Marzo;Mujeres;2021;1.137
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Marzo;Mujeres;2020;1.773
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Marzo;Mujeres;2019;1.375
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Marzo;Mujeres;2018;1.492
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Abril;Hombres;2022;801
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Abril;Hombres;2021;829
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Abril;Hombres;2020;901
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Abril;Hombres;2019;816
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Abril;Hombres;2018;806
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Abril;Mujeres;2022;1.176
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Abril;Mujeres;2021;1.072
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Abril;Mujeres;2020;1.707
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Abril;Mujeres;2019;1.282
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Abril;Mujeres;2018;1.230
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mayo;Hombres;2022;833
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mayo;Hombres;2021;718
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mayo;Hombres;2020;717
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mayo;Hombres;2019;793
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mayo;Hombres;2018;783
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mayo;Mujeres;2022;1.290
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mayo;Mujeres;2021;1.123
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mayo;Mujeres;2020;1.298
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mayo;Mujeres;2019;1.222
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mayo;Mujeres;2018;1.176
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Junio;Hombres;2022;855
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Junio;Hombres;2021;770
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Junio;Hombres;2020;769
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Junio;Hombres;2019;816
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Junio;Hombres;2018;745
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Junio;Mujeres;2022;1.372
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Junio;Mujeres;2021;1.210
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Junio;Mujeres;2020;1.241
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Junio;Mujeres;2019;1.236
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Junio;Mujeres;2018;1.111
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Julio;Hombres;2022;1.077
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Julio;Hombres;2021;918
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Julio;Hombres;2020;933
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Julio;Hombres;2019;807
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Julio;Hombres;2018;815
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Julio;Mujeres;2022;1.618
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Julio;Mujeres;2021;1.284
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Julio;Mujeres;2020;1.442
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Julio;Mujeres;2019;1.405
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Julio;Mujeres;2018;1.192
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Agosto;Hombres;2022;948
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Agosto;Hombres;2021;899
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Agosto;Hombres;2020;958
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Agosto;Hombres;2019;781
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Agosto;Hombres;2018;859
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Agosto;Mujeres;2022;1.559
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Agosto;Mujeres;2021;1.290
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Agosto;Mujeres;2020;1.560
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Agosto;Mujeres;2019;1.226
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Agosto;Mujeres;2018;1.372
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Septiembre;Hombres;2022;828
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Septiembre;Hombres;2021;771
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Septiembre;Hombres;2020;777
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Septiembre;Hombres;2019;700
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Septiembre;Hombres;2018;718
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Septiembre;Mujeres;2022;1.137
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Septiembre;Mujeres;2021;1.105
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Septiembre;Mujeres;2020;1.110
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Septiembre;Mujeres;2019;1.088
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Septiembre;Mujeres;2018;1.156
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Octubre;Hombres;2022;843
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Octubre;Hombres;2021;847
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Octubre;Hombres;2020;821
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Octubre;Hombres;2019;856
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Octubre;Hombres;2018;764
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Octubre;Mujeres;2022;1.221
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Octubre;Mujeres;2021;1.178
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Octubre;Mujeres;2020;1.228
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Octubre;Mujeres;2019;1.222
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Octubre;Mujeres;2018;1.251
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Noviembre;Hombres;2022;864
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Noviembre;Hombres;2021;875
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Noviembre;Hombres;2020;796
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Noviembre;Hombres;2019;889
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Noviembre;Hombres;2018;873
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Noviembre;Mujeres;2022;1.156
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Noviembre;Mujeres;2021;1.391
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Noviembre;Mujeres;2020;1.238
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Noviembre;Mujeres;2019;1.292
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Noviembre;Mujeres;2018;1.315
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Diciembre;Hombres;2022;983
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Diciembre;Hombres;2021;983
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Diciembre;Hombres;2020;810
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Diciembre;Hombres;2019;934
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Diciembre;Hombres;2018;904
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Diciembre;Mujeres;2022;1.528
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Diciembre;Mujeres;2021;1.550
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Diciembre;Mujeres;2020;1.312
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Diciembre;Mujeres;2019;1.392
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Diciembre;Mujeres;2018;1.334
053-061 IX.Enfermedades del sistema circulatorio;Enero;Hombres;2022;5.667
053-061 IX.Enfermedades del sistema circulatorio;Enero;Hombres;2021;5.984
053-061 IX.Enfermedades del sistema circulatorio;Enero;Hombres;2020;5.731
053-061 IX.Enfermedades del sistema circulatorio;Enero;Hombres;2019;6.064
053-061 IX.Enfermedades del sistema circulatorio;Enero;Hombres;2018;6.226
053-061 IX.Enfermedades del sistema circulatorio;Enero;Mujeres;2022;6.296
053-061 IX.Enfermedades del sistema circulatorio;Enero;Mujeres;2021;6.600
053-061 IX.Enfermedades del sistema circulatorio;Enero;Mujeres;2020;6.557
053-061 IX.Enfermedades del sistema circulatorio;Enero;Mujeres;2019;6.937
053-061 IX.Enfermedades del sistema circulatorio;Enero;Mujeres;2018;7.439
053-061 IX.Enfermedades del sistema circulatorio;Febrero;Hombres;2022;4.905
053-061 IX.Enfermedades del sistema circulatorio;Febrero;Hombres;2021;4.506
053-061 IX.Enfermedades del sistema circulatorio;Febrero;Hombres;2020;4.798
053-061 IX.Enfermedades del sistema circulatorio;Febrero;Hombres;2019;4.928
053-061 IX.Enfermedades del sistema circulatorio;Febrero;Hombres;2018;5.463
053-061 IX.Enfermedades del sistema circulatorio;Febrero;Mujeres;2022;5.283
053-061 IX.Enfermedades del sistema circulatorio;Febrero;Mujeres;2021;5.016
053-061 IX.Enfermedades del sistema circulatorio;Febrero;Mujeres;2020;5.506
053-061 IX.Enfermedades del sistema circulatorio;Febrero;Mujeres;2019;5.695
053-061 IX.Enfermedades del sistema circulatorio;Febrero;Mujeres;2018;6.398
053-061 IX.Enfermedades del sistema circulatorio;Marzo;Hombres;2022;5.100
053-061 IX.Enfermedades del sistema circulatorio;Marzo;Hombres;2021;4.967
053-061 IX.Enfermedades del sistema circulatorio;Marzo;Hombres;2020;5.695
053-061 IX.Enfermedades del sistema circulatorio;Marzo;Hombres;2019;4.887
053-061 IX.Enfermedades del sistema circulatorio;Marzo;Hombres;2018;5.350
053-061 IX.Enfermedades del sistema circulatorio;Marzo;Mujeres;2022;5.526
053-061 IX.Enfermedades del sistema circulatorio;Marzo;Mujeres;2021;5.332
053-061 IX.Enfermedades del sistema circulatorio;Marzo;Mujeres;2020;6.479
053-061 IX.Enfermedades del sistema circulatorio;Marzo;Mujeres;2019;5.653
053-061 IX.Enfermedades del sistema circulatorio;Marzo;Mujeres;2018;6.306
053-061 IX.Enfermedades del sistema circulatorio;Abril;Hombres;2022;4.753
053-061 IX.Enfermedades del sistema circulatorio;Abril;Hombres;2021;4.425
053-061 IX.Enfermedades del sistema circulatorio;Abril;Hombres;2020;4.510
053-061 IX.Enfermedades del sistema circulatorio;Abril;Hombres;2019;4.582
053-061 IX.Enfermedades del sistema circulatorio;Abril;Hombres;2018;4.633
053-061 IX.Enfermedades del sistema circulatorio;Abril;Mujeres;2022;5.294
053-061 IX.Enfermedades del sistema circulatorio;Abril;Mujeres;2021;5.151
053-061 IX.Enfermedades del sistema circulatorio;Abril;Mujeres;2020;5.711
053-061 IX.Enfermedades del sistema circulatorio;Abril;Mujeres;2019;5.288
053-061 IX.Enfermedades del sistema circulatorio;Abril;Mujeres;2018;5.383
053-061 IX.Enfermedades del sistema circulatorio;Mayo;Hombres;2022;4.578
053-061 IX.Enfermedades del sistema circulatorio;Mayo;Hombres;2021;4.505
053-061 IX.Enfermedades del sistema circulatorio;Mayo;Hombres;2020;4.254
053-061 IX.Enfermedades del sistema circulatorio;Mayo;Hombres;2019;4.468
053-061 IX.Enfermedades del sistema circulatorio;Mayo;Hombres;2018;4.374
053-061 IX.Enfermedades del sistema circulatorio;Mayo;Mujeres;2022;5.323
053-061 IX.Enfermedades del sistema circulatorio;Mayo;Mujeres;2021;5.005
053-061 IX.Enfermedades del sistema circulatorio;Mayo;Mujeres;2020;4.791
053-061 IX.Enfermedades del sistema circulatorio;Mayo;Mujeres;2019;5.062
053-061 IX.Enfermedades del sistema circulatorio;Mayo;Mujeres;2018;5.068
053-061 IX.Enfermedades del sistema circulatorio;Junio;Hombres;2022;4.345
053-061 IX.Enfermedades del sistema circulatorio;Junio;Hombres;2021;4.057
053-061 IX.Enfermedades del sistema circulatorio;Junio;Hombres;2020;3.975
053-061 IX.Enfermedades del sistema circulatorio;Junio;Hombres;2019;4.218
053-061 IX.Enfermedades del sistema circulatorio;Junio;Hombres;2018;4.129
053-061 IX.Enfermedades del sistema circulatorio;Junio;Mujeres;2022;4.960
053-061 IX.Enfermedades del sistema circulatorio;Junio;Mujeres;2021;4.803
053-061 IX.Enfermedades del sistema circulatorio;Junio;Mujeres;2020;4.516
053-061 IX.Enfermedades del sistema circulatorio;Junio;Mujeres;2019;4.601
053-061 IX.Enfermedades del sistema circulatorio;Junio;Mujeres;2018;4.865
053-061 IX.Enfermedades del sistema circulatorio;Julio;Hombres;2022;4.995
053-061 IX.Enfermedades del sistema circulatorio;Julio;Hombres;2021;4.316
053-061 IX.Enfermedades del sistema circulatorio;Julio;Hombres;2020;4.204
053-061 IX.Enfermedades del sistema circulatorio;Julio;Hombres;2019;4.189
053-061 IX.Enfermedades del sistema circulatorio;Julio;Hombres;2018;4.060
053-061 IX.Enfermedades del sistema circulatorio;Julio;Mujeres;2022;5.747
053-061 IX.Enfermedades del sistema circulatorio;Julio;Mujeres;2021;4.819
053-061 IX.Enfermedades del sistema circulatorio;Julio;Mujeres;2020;4.914
053-061 IX.Enfermedades del sistema circulatorio;Julio;Mujeres;2019;4.868
053-061 IX.Enfermedades del sistema circulatorio;Julio;Mujeres;2018;4.723
053-061 IX.Enfermedades del sistema circulatorio;Agosto;Hombres;2022;4.302
053-061 IX.Enfermedades del sistema circulatorio;Agosto;Hombres;2021;4.472
053-061 IX.Enfermedades del sistema circulatorio;Agosto;Hombres;2020;4.289
053-061 IX.Enfermedades del sistema circulatorio;Agosto;Hombres;2019;3.880
053-061 IX.Enfermedades del sistema circulatorio;Agosto;Hombres;2018;4.109
053-061 IX.Enfermedades del sistema circulatorio;Agosto;Mujeres;2022;5.065
053-061 IX.Enfermedades del sistema circulatorio;Agosto;Mujeres;2021;5.081
053-061 IX.Enfermedades del sistema circulatorio;Agosto;Mujeres;2020;5.061
053-061 IX.Enfermedades del sistema circulatorio;Agosto;Mujeres;2019;4.478
053-061 IX.Enfermedades del sistema circulatorio;Agosto;Mujeres;2018;4.786
053-061 IX.Enfermedades del sistema circulatorio;Septiembre;Hombres;2022;3.941
053-061 IX.Enfermedades del sistema circulatorio;Septiembre;Hombres;2021;3.975
053-061 IX.Enfermedades del sistema circulatorio;Septiembre;Hombres;2020;4.008
053-061 IX.Enfermedades del sistema circulatorio;Septiembre;Hombres;2019;3.751
053-061 IX.Enfermedades del sistema circulatorio;Septiembre;Hombres;2018;3.882
053-061 IX.Enfermedades del sistema circulatorio;Septiembre;Mujeres;2022;4.508
053-061 IX.Enfermedades del sistema circulatorio;Septiembre;Mujeres;2021;4.438
053-061 IX.Enfermedades del sistema circulatorio;Septiembre;Mujeres;2020;4.487
053-061 IX.Enfermedades del sistema circulatorio;Septiembre;Mujeres;2019;4.169
053-061 IX.Enfermedades del sistema circulatorio;Septiembre;Mujeres;2018;4.158
053-061 IX.Enfermedades del sistema circulatorio;Octubre;Hombres;2022;4.302
053-061 IX.Enfermedades del sistema circulatorio;Octubre;Hombres;2021;4.397
053-061 IX.Enfermedades del sistema circulatorio;Octubre;Hombres;2020;4.658
053-061 IX.Enfermedades del sistema circulatorio;Octubre;Hombres;2019;4.091
053-061 IX.Enfermedades del sistema circulatorio;Octubre;Hombres;2018;4.247
053-061 IX.Enfermedades del sistema circulatorio;Octubre;Mujeres;2022;4.888
053-061 IX.Enfermedades del sistema circulatorio;Octubre;Mujeres;2021;5.100
053-061 IX.Enfermedades del sistema circulatorio;Octubre;Mujeres;2020;5.147
053-061 IX.Enfermedades del sistema circulatorio;Octubre;Mujeres;2019;4.783
053-061 IX.Enfermedades del sistema circulatorio;Octubre;Mujeres;2018;4.870
053-061 IX.Enfermedades del sistema circulatorio;Noviembre;Hombres;2022;4.417
053-061 IX.Enfermedades del sistema circulatorio;Noviembre;Hombres;2021;4.832
053-061 IX.Enfermedades del sistema circulatorio;Noviembre;Hombres;2020;4.629
053-061 IX.Enfermedades del sistema circulatorio;Noviembre;Hombres;2019;4.603
053-061 IX.Enfermedades del sistema circulatorio;Noviembre;Hombres;2018;4.537
053-061 IX.Enfermedades del sistema circulatorio;Noviembre;Mujeres;2022;4.944
053-061 IX.Enfermedades del sistema circulatorio;Noviembre;Mujeres;2021;5.666
053-061 IX.Enfermedades del sistema circulatorio;Noviembre;Mujeres;2020;5.044
053-061 IX.Enfermedades del sistema circulatorio;Noviembre;Mujeres;2019;5.185
053-061 IX.Enfermedades del sistema circulatorio;Noviembre;Mujeres;2018;5.224
053-061 IX.Enfermedades del sistema circulatorio;Diciembre;Hombres;2022;5.411
053-061 IX.Enfermedades del sistema circulatorio;Diciembre;Hombres;2021;5.469
053-061 IX.Enfermedades del sistema circulatorio;Diciembre;Hombres;2020;5.195
053-061 IX.Enfermedades del sistema circulatorio;Diciembre;Hombres;2019;4.850
053-061 IX.Enfermedades del sistema circulatorio;Diciembre;Hombres;2018;4.952
053-061 IX.Enfermedades del sistema circulatorio;Diciembre;Mujeres;2022;6.022
053-061 IX.Enfermedades del sistema circulatorio;Diciembre;Mujeres;2021;6.280
053-061 IX.Enfermedades del sistema circulatorio;Diciembre;Mujeres;2020;5.694
053-061 IX.Enfermedades del sistema circulatorio;Diciembre;Mujeres;2019;5.385
053-061 IX.Enfermedades del sistema circulatorio;Diciembre;Mujeres;2018;5.677
062-067 X.Enfermedades del sistema respiratorio;Enero;Hombres;2022;2.265
062-067 X.Enfermedades del sistema respiratorio;Enero;Hombres;2021;2.048
062-067 X.Enfermedades del sistema respiratorio;Enero;Hombres;2020;3.268
062-067 X.Enfermedades del sistema respiratorio;Enero;Hombres;2019;3.530
062-067 X.Enfermedades del sistema respiratorio;Enero;Hombres;2018;4.616
062-067 X.Enfermedades del sistema respiratorio;Enero;Mujeres;2022;1.716
062-067 X.Enfermedades del sistema respiratorio;Enero;Mujeres;2021;1.396
062-067 X.Enfermedades del sistema respiratorio;Enero;Mujeres;2020;2.844
062-067 X.Enfermedades del sistema respiratorio;Enero;Mujeres;2019;3.241
062-067 X.Enfermedades del sistema respiratorio;Enero;Mujeres;2018;4.488
062-067 X.Enfermedades del sistema respiratorio;Febrero;Hombres;2022;1.749
062-067 X.Enfermedades del sistema respiratorio;Febrero;Hombres;2021;1.541
062-067 X.Enfermedades del sistema respiratorio;Febrero;Hombres;2020;2.717
062-067 X.Enfermedades del sistema respiratorio;Febrero;Hombres;2019;3.132
062-067 X.Enfermedades del sistema respiratorio;Febrero;Hombres;2018;3.406
062-067 X.Enfermedades del sistema respiratorio;Febrero;Mujeres;2022;1.267
062-067 X.Enfermedades del sistema respiratorio;Febrero;Mujeres;2021;1.058
062-067 X.Enfermedades del sistema respiratorio;Febrero;Mujeres;2020;2.311
062-067 X.Enfermedades del sistema respiratorio;Febrero;Mujeres;2019;2.746
062-067 X.Enfermedades del sistema respiratorio;Febrero;Mujeres;2018;3.049
062-067 X.Enfermedades del sistema respiratorio;Marzo;Hombres;2022;1.894
062-067 X.Enfermedades del sistema respiratorio;Marzo;Hombres;2021;1.582
062-067 X.Enfermedades del sistema respiratorio;Marzo;Hombres;2020;3.411
062-067 X.Enfermedades del sistema respiratorio;Marzo;Hombres;2019;2.654
062-067 X.Enfermedades del sistema respiratorio;Marzo;Hombres;2018;3.120
062-067 X.Enfermedades del sistema respiratorio;Marzo;Mujeres;2022;1.445
062-067 X.Enfermedades del sistema respiratorio;Marzo;Mujeres;2021;1.046
062-067 X.Enfermedades del sistema respiratorio;Marzo;Mujeres;2020;2.704
062-067 X.Enfermedades del sistema respiratorio;Marzo;Mujeres;2019;2.158
062-067 X.Enfermedades del sistema respiratorio;Marzo;Mujeres;2018;2.618
062-067 X.Enfermedades del sistema respiratorio;Abril;Hombres;2022;1.913
062-067 X.Enfermedades del sistema respiratorio;Abril;Hombres;2021;1.535
062-067 X.Enfermedades del sistema respiratorio;Abril;Hombres;2020;1.883
062-067 X.Enfermedades del sistema respiratorio;Abril;Hombres;2019;2.166
062-067 X.Enfermedades del sistema respiratorio;Abril;Hombres;2018;2.446
062-067 X.Enfermedades del sistema respiratorio;Abril;Mujeres;2022;1.511
062-067 X.Enfermedades del sistema respiratorio;Abril;Mujeres;2021;1.056
062-067 X.Enfermedades del sistema respiratorio;Abril;Mujeres;2020;1.697
062-067 X.Enfermedades del sistema respiratorio;Abril;Mujeres;2019;1.735
062-067 X.Enfermedades del sistema respiratorio;Abril;Mujeres;2018;2.123
062-067 X.Enfermedades del sistema respiratorio;Mayo;Hombres;2022;1.872
062-067 X.Enfermedades del sistema respiratorio;Mayo;Hombres;2021;1.517
062-067 X.Enfermedades del sistema respiratorio;Mayo;Hombres;2020;1.373
062-067 X.Enfermedades del sistema respiratorio;Mayo;Hombres;2019;2.016
062-067 X.Enfermedades del sistema respiratorio;Mayo;Hombres;2018;2.116
062-067 X.Enfermedades del sistema respiratorio;Mayo;Mujeres;2022;1.594
062-067 X.Enfermedades del sistema respiratorio;Mayo;Mujeres;2021;1.071
062-067 X.Enfermedades del sistema respiratorio;Mayo;Mujeres;2020;1.090
062-067 X.Enfermedades del sistema respiratorio;Mayo;Mujeres;2019;1.659
062-067 X.Enfermedades del sistema respiratorio;Mayo;Mujeres;2018;1.662
062-067 X.Enfermedades del sistema respiratorio;Junio;Hombres;2022;1.929
062-067 X.Enfermedades del sistema respiratorio;Junio;Hombres;2021;1.572
062-067 X.Enfermedades del sistema respiratorio;Junio;Hombres;2020;1.342
062-067 X.Enfermedades del sistema respiratorio;Junio;Hombres;2019;1.873
062-067 X.Enfermedades del sistema respiratorio;Junio;Hombres;2018;1.864
062-067 X.Enfermedades del sistema respiratorio;Junio;Mujeres;2022;1.458
062-067 X.Enfermedades del sistema respiratorio;Junio;Mujeres;2021;1.097
062-067 X.Enfermedades del sistema respiratorio;Junio;Mujeres;2020;1.000
062-067 X.Enfermedades del sistema respiratorio;Junio;Mujeres;2019;1.311
062-067 X.Enfermedades del sistema respiratorio;Junio;Mujeres;2018;1.499
062-067 X.Enfermedades del sistema respiratorio;Julio;Hombres;2022;2.067
062-067 X.Enfermedades del sistema respiratorio;Julio;Hombres;2021;1.631
062-067 X.Enfermedades del sistema respiratorio;Julio;Hombres;2020;1.632
062-067 X.Enfermedades del sistema respiratorio;Julio;Hombres;2019;1.788
062-067 X.Enfermedades del sistema respiratorio;Julio;Hombres;2018;1.808
062-067 X.Enfermedades del sistema respiratorio;Julio;Mujeres;2022;1.694
062-067 X.Enfermedades del sistema respiratorio;Julio;Mujeres;2021;1.230
062-067 X.Enfermedades del sistema respiratorio;Julio;Mujeres;2020;1.206
062-067 X.Enfermedades del sistema respiratorio;Julio;Mujeres;2019;1.412
062-067 X.Enfermedades del sistema respiratorio;Julio;Mujeres;2018;1.344
062-067 X.Enfermedades del sistema respiratorio;Agosto;Hombres;2022;1.906
062-067 X.Enfermedades del sistema respiratorio;Agosto;Hombres;2021;1.709
062-067 X.Enfermedades del sistema respiratorio;Agosto;Hombres;2020;1.718
062-067 X.Enfermedades del sistema respiratorio;Agosto;Hombres;2019;1.505
062-067 X.Enfermedades del sistema respiratorio;Agosto;Hombres;2018;1.851
062-067 X.Enfermedades del sistema respiratorio;Agosto;Mujeres;2022;1.472
062-067 X.Enfermedades del sistema respiratorio;Agosto;Mujeres;2021;1.304
