Causa de muerte (lista reducida);Mes de defunción;Sexo;Periodo;Total
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Agosto;Hombres;2019;419
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Agosto;Hombres;2018;415
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Agosto;Mujeres;2022;519
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Agosto;Mujeres;2021;494
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Agosto;Mujeres;2020;415
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Agosto;Mujeres;2019;428
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Agosto;Mujeres;2018;430
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Septiembre;Hombres;2022;301
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Septiembre;Hombres;2021;296
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Septiembre;Hombres;2020;298
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Septiembre;Hombres;2019;417
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Septiembre;Hombres;2018;358
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Septiembre;Mujeres;2022;396
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Septiembre;Mujeres;2021;389
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Septiembre;Mujeres;2020;359
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Septiembre;Mujeres;2019;414
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Septiembre;Mujeres;2018;380
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Octubre;Hombres;2022;328
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Octubre;Hombres;2021;287
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Octubre;Hombres;2020;332
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Octubre;Hombres;2019;370
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Octubre;Hombres;2018;372
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Octubre;Mujeres;2022;441
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Octubre;Mujeres;2021;396
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Octubre;Mujeres;2020;423
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Octubre;Mujeres;2019;406
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Octubre;Mujeres;2018;408
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Noviembre;Hombres;2022;350
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Noviembre;Hombres;2021;362
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Noviembre;Hombres;2020;303
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Noviembre;Hombres;2019;454
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Noviembre;Hombres;2018;381
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Noviembre;Mujeres;2022;421
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Noviembre;Mujeres;2021;434
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Noviembre;Mujeres;2020;394
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Noviembre;Mujeres;2019;493
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Noviembre;Mujeres;2018;425
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Diciembre;Hombres;2022;419
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Diciembre;Hombres;2021;424
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Diciembre;Hombres;2020;340
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Diciembre;Hombres;2019;564
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Diciembre;Hombres;2018;461
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Diciembre;Mujeres;2022;594
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Diciembre;Mujeres;2021;567
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Diciembre;Mujeres;2020;438
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Diciembre;Mujeres;2019;563
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Diciembre;Mujeres;2018;506
090-102 XX.Causas externas de mortalidad;Enero;Hombres;2022;962
090-102 XX.Causas externas de mortalidad;Enero;Hombres;2021;917
090-102 XX.Causas externas de mortalidad;Enero;Hombres;2020;987
090-102 XX.Causas externas de mortalidad;Enero;Hombres;2019;887
090-102 XX.Causas externas de mortalidad;Enero;Hombres;2018;863
090-102 XX.Causas externas de mortalidad;Enero;Mujeres;2022;587
090-102 XX.Causas externas de mortalidad;Enero;Mujeres;2021;519
090-102 XX.Causas externas de mortalidad;Enero;Mujeres;2020;607
090-102 XX.Causas externas de mortalidad;Enero;Mujeres;2019;577
090-102 XX.Causas externas de mortalidad;Enero;Mujeres;2018;561
090-102 XX.Causas externas de mortalidad;Febrero;Hombres;2022;850
090-102 XX.Causas externas de mortalidad;Febrero;Hombres;2021;709
090-102 XX.Causas externas de mortalidad;Febrero;Hombres;2020;849
090-102 XX.Causas externas de mortalidad;Febrero;Hombres;2019;809
090-102 XX.Causas externas de mortalidad;Febrero;Hombres;2018;744
090-102 XX.Causas externas de mortalidad;Febrero;Mujeres;2022;504
090-102 XX.Causas externas de mortalidad;Febrero;Mujeres;2021;421
090-102 XX.Causas externas de mortalidad;Febrero;Mujeres;2020;478
090-102 XX.Causas externas de mortalidad;Febrero;Mujeres;2019;471
090-102 XX.Causas externas de mortalidad;Febrero;Mujeres;2018;513
090-102 XX.Causas externas de mortalidad;Marzo;Hombres;2022;848
090-102 XX.Causas externas de mortalidad;Marzo;Hombres;2021;822
090-102 XX.Causas externas de mortalidad;Marzo;Hombres;2020;779
090-102 XX.Causas externas de mortalidad;Marzo;Hombres;2019;846
090-102 XX.Causas externas de mortalidad;Marzo;Hombres;2018;845
090-102 XX.Causas externas de mortalidad;Marzo;Mujeres;2022;537
090-102 XX.Causas externas de mortalidad;Marzo;Mujeres;2021;496
090-102 XX.Causas externas de mortalidad;Marzo;Mujeres;2020;508
090-102 XX.Causas externas de mortalidad;Marzo;Mujeres;2019;492
090-102 XX.Causas externas de mortalidad;Marzo;Mujeres;2018;502
090-102 XX.Causas externas de mortalidad;Abril;Hombres;2022;922
090-102 XX.Causas externas de mortalidad;Abril;Hombres;2021;802
090-102 XX.Causas externas de mortalidad;Abril;Hombres;2020;610
090-102 XX.Causas externas de mortalidad;Abril;Hombres;2019;775
090-102 XX.Causas externas de mortalidad;Abril;Hombres;2018;800
090-102 XX.Causas externas de mortalidad;Abril;Mujeres;2022;504
090-102 XX.Causas externas de mortalidad;Abril;Mujeres;2021;446
090-102 XX.Causas externas de mortalidad;Abril;Mujeres;2020;401
090-102 XX.Causas externas de mortalidad;Abril;Mujeres;2019;440
090-102 XX.Causas externas de mortalidad;Abril;Mujeres;2018;457
090-102 XX.Causas externas de mortalidad;Mayo;Hombres;2022;975
090-102 XX.Causas externas de mortalidad;Mayo;Hombres;2021;866
090-102 XX.Causas externas de mortalidad;Mayo;Hombres;2020;754
090-102 XX.Causas externas de mortalidad;Mayo;Hombres;2019;813
090-102 XX.Causas externas de mortalidad;Mayo;Hombres;2018;838
090-102 XX.Causas externas de mortalidad;Mayo;Mujeres;2022;571
090-102 XX.Causas externas de mortalidad;Mayo;Mujeres;2021;492
090-102 XX.Causas externas de mortalidad;Mayo;Mujeres;2020;427
090-102 XX.Causas externas de mortalidad;Mayo;Mujeres;2019;491
090-102 XX.Causas externas de mortalidad;Mayo;Mujeres;2018;473
090-102 XX.Causas externas de mortalidad;Junio;Hombres;2022;1.013
090-102 XX.Causas externas de mortalidad;Junio;Hombres;2021;889
090-102 XX.Causas externas de mortalidad;Junio;Hombres;2020;877
090-102 XX.Causas externas de mortalidad;Junio;Hombres;2019;816
090-102 XX.Causas externas de mortalidad;Junio;Hombres;2018;783
090-102 XX.Causas externas de mortalidad;Junio;Mujeres;2022;560
090-102 XX.Causas externas de mortalidad;Junio;Mujeres;2021;521
090-102 XX.Causas externas de mortalidad;Junio;Mujeres;2020;431
090-102 XX.Causas externas de mortalidad;Junio;Mujeres;2019;484
090-102 XX.Causas externas de mortalidad;Junio;Mujeres;2018;458
090-102 XX.Causas externas de mortalidad;Julio;Hombres;2022;1.150
090-102 XX.Causas externas de mortalidad;Julio;Hombres;2021;1.008
090-102 XX.Causas externas de mortalidad;Julio;Hombres;2020;986
090-102 XX.Causas externas de mortalidad;Julio;Hombres;2019;991
090-102 XX.Causas externas de mortalidad;Julio;Hombres;2018;891
090-102 XX.Causas externas de mortalidad;Julio;Mujeres;2022;711
090-102 XX.Causas externas de mortalidad;Julio;Mujeres;2021;556
090-102 XX.Causas externas de mortalidad;Julio;Mujeres;2020;532
090-102 XX.Causas externas de mortalidad;Julio;Mujeres;2019;545
090-102 XX.Causas externas de mortalidad;Julio;Mujeres;2018;485
090-102 XX.Causas externas de mortalidad;Agosto;Hombres;2022;1.136
090-102 XX.Causas externas de mortalidad;Agosto;Hombres;2021;1.006
090-102 XX.Causas externas de mortalidad;Agosto;Hombres;2020;1.090
090-102 XX.Causas externas de mortalidad;Agosto;Hombres;2019;901
090-102 XX.Causas externas de mortalidad;Agosto;Hombres;2018;923
090-102 XX.Causas externas de mortalidad;Agosto;Mujeres;2022;629
090-102 XX.Causas externas de mortalidad;Agosto;Mujeres;2021;530
090-102 XX.Causas externas de mortalidad;Agosto;Mujeres;2020;567
090-102 XX.Causas externas de mortalidad;Agosto;Mujeres;2019;534
090-102 XX.Causas externas de mortalidad;Agosto;Mujeres;2018;549
090-102 XX.Causas externas de mortalidad;Septiembre;Hombres;2022;906
090-102 XX.Causas externas de mortalidad;Septiembre;Hombres;2021;876
090-102 XX.Causas externas de mortalidad;Septiembre;Hombres;2020;925
090-102 XX.Causas externas de mortalidad;Septiembre;Hombres;2019;877
090-102 XX.Causas externas de mortalidad;Septiembre;Hombres;2018;828
090-102 XX.Causas externas de mortalidad;Septiembre;Mujeres;2022;526
090-102 XX.Causas externas de mortalidad;Septiembre;Mujeres;2021;521
090-102 XX.Causas externas de mortalidad;Septiembre;Mujeres;2020;482
090-102 XX.Causas externas de mortalidad;Septiembre;Mujeres;2019;457
090-102 XX.Causas externas de mortalidad;Septiembre;Mujeres;2018;478
090-102 XX.Causas externas de mortalidad;Octubre;Hombres;2022;925
090-102 XX.Causas externas de mortalidad;Octubre;Hombres;2021;928
090-102 XX.Causas externas de mortalidad;Octubre;Hombres;2020;835
090-102 XX.Causas externas de mortalidad;Octubre;Hombres;2019;851
090-102 XX.Causas externas de mortalidad;Octubre;Hombres;2018;802
090-102 XX.Causas externas de mortalidad;Octubre;Mujeres;2022;514
090-102 XX.Causas externas de mortalidad;Octubre;Mujeres;2021;542
090-102 XX.Causas externas de mortalidad;Octubre;Mujeres;2020;472
090-102 XX.Causas externas de mortalidad;Octubre;Mujeres;2019;453
090-102 XX.Causas externas de mortalidad;Octubre;Mujeres;2018;473
090-102 XX.Causas externas de mortalidad;Noviembre;Hombres;2022;898
090-102 XX.Causas externas de mortalidad;Noviembre;Hombres;2021;894
090-102 XX.Causas externas de mortalidad;Noviembre;Hombres;2020;725
090-102 XX.Causas externas de mortalidad;Noviembre;Hombres;2019;797
090-102 XX.Causas externas de mortalidad;Noviembre;Hombres;2018;783
090-102 XX.Causas externas de mortalidad;Noviembre;Mujeres;2022;506
090-102 XX.Causas externas de mortalidad;Noviembre;Mujeres;2021;545
090-102 XX.Causas externas de mortalidad;Noviembre;Mujeres;2020;443
090-102 XX.Causas externas de mortalidad;Noviembre;Mujeres;2019;457
090-102 XX.Causas externas de mortalidad;Noviembre;Mujeres;2018;451
090-102 XX.Causas externas de mortalidad;Diciembre;Hombres;2022;966
090-102 XX.Causas externas de mortalidad;Diciembre;Hombres;2021;972
090-102 XX.Causas externas de mortalidad;Diciembre;Hombres;2020;840
090-102 XX.Causas externas de mortalidad;Diciembre;Hombres;2019;873
090-102 XX.Causas externas de mortalidad;Diciembre;Hombres;2018;793
090-102 XX.Causas externas de mortalidad;Diciembre;Mujeres;2022;630
090-102 XX.Causas externas de mortalidad;Diciembre;Mujeres;2021;553
090-102 XX.Causas externas de mortalidad;Diciembre;Mujeres;2020;473
090-102 XX.Causas externas de mortalidad;Diciembre;Mujeres;2019;504
090-102 XX.Causas externas de mortalidad;Diciembre;Mujeres;2018;475
