Provincias;Edad (grupos quinquenales);Españoles/Extranjeros;Sexo;Periodo;Total
37 Salamanca;60-64 años;TOTAL;Mujeres;2021;12.320
37 Salamanca;60-64 años;TOTAL;Mujeres;2020;11.818
37 Salamanca;60-64 años;TOTAL;Mujeres;2019;11.416
37 Salamanca;60-64 años;TOTAL;Mujeres;2018;10.903
37 Salamanca;65-69 años;TOTAL;Hombres;2022;10.206
37 Salamanca;65-69 años;TOTAL;Hombres;2021;9.800
37 Salamanca;65-69 años;TOTAL;Hombres;2020;9.652
37 Salamanca;65-69 años;TOTAL;Hombres;2019;9.463
37 Salamanca;65-69 años;TOTAL;Hombres;2018;9.442
37 Salamanca;65-69 años;TOTAL;Mujeres;2022;10.452
37 Salamanca;65-69 años;TOTAL;Mujeres;2021;10.047
37 Salamanca;65-69 años;TOTAL;Mujeres;2020;9.892
37 Salamanca;65-69 años;TOTAL;Mujeres;2019;9.912
37 Salamanca;65-69 años;TOTAL;Mujeres;2018;10.020
37 Salamanca;70-74 años;TOTAL;Hombres;2022;8.606
37 Salamanca;70-74 años;TOTAL;Hombres;2021;8.571
37 Salamanca;70-74 años;TOTAL;Hombres;2020;8.609
37 Salamanca;70-74 años;TOTAL;Hombres;2019;8.612
37 Salamanca;70-74 años;TOTAL;Hombres;2018;8.486
37 Salamanca;70-74 años;TOTAL;Mujeres;2022;9.749
37 Salamanca;70-74 años;TOTAL;Mujeres;2021;9.807
37 Salamanca;70-74 años;TOTAL;Mujeres;2020;9.950
37 Salamanca;70-74 años;TOTAL;Mujeres;2019;9.899
37 Salamanca;70-74 años;TOTAL;Mujeres;2018;9.917
37 Salamanca;75-79 años;TOTAL;Hombres;2022;7.565
37 Salamanca;75-79 años;TOTAL;Hombres;2021;7.507
37 Salamanca;75-79 años;TOTAL;Hombres;2020;7.548
37 Salamanca;75-79 años;TOTAL;Hombres;2019;7.061
37 Salamanca;75-79 años;TOTAL;Hombres;2018;6.701
37 Salamanca;75-79 años;TOTAL;Mujeres;2022;9.237
37 Salamanca;75-79 años;TOTAL;Mujeres;2021;9.066
37 Salamanca;75-79 años;TOTAL;Mujeres;2020;8.987
37 Salamanca;75-79 años;TOTAL;Mujeres;2019;8.574
37 Salamanca;75-79 años;TOTAL;Mujeres;2018;8.146
37 Salamanca;80-84 años;TOTAL;Hombres;2022;5.406
37 Salamanca;80-84 años;TOTAL;Hombres;2021;5.599
37 Salamanca;80-84 años;TOTAL;Hombres;2020;5.775
37 Salamanca;80-84 años;TOTAL;Hombres;2019;6.144
37 Salamanca;80-84 años;TOTAL;Hombres;2018;6.442
37 Salamanca;80-84 años;TOTAL;Mujeres;2022;7.368
37 Salamanca;80-84 años;TOTAL;Mujeres;2021;7.722
37 Salamanca;80-84 años;TOTAL;Mujeres;2020;7.915
37 Salamanca;80-84 años;TOTAL;Mujeres;2019;8.458
37 Salamanca;80-84 años;TOTAL;Mujeres;2018;8.928
37 Salamanca;85-89 años;TOTAL;Hombres;2022;4.570
37 Salamanca;85-89 años;TOTAL;Hombres;2021;4.513
37 Salamanca;85-89 años;TOTAL;Hombres;2020;4.586
37 Salamanca;85-89 años;TOTAL;Hombres;2019;4.536
37 Salamanca;85-89 años;TOTAL;Hombres;2018;4.463
37 Salamanca;85-89 años;TOTAL;Mujeres;2022;7.188
37 Salamanca;85-89 años;TOTAL;Mujeres;2021;7.078
37 Salamanca;85-89 años;TOTAL;Mujeres;2020;7.195
37 Salamanca;85-89 años;TOTAL;Mujeres;2019;7.222
37 Salamanca;85-89 años;TOTAL;Mujeres;2018;7.158
37 Salamanca;90-94 años;TOTAL;Hombres;2022;2.136
37 Salamanca;90-94 años;TOTAL;Hombres;2021;2.005
37 Salamanca;90-94 años;TOTAL;Hombres;2020;2.021
37 Salamanca;90-94 años;TOTAL;Hombres;2019;1.980
37 Salamanca;90-94 años;TOTAL;Hombres;2018;1.899
37 Salamanca;90-94 años;TOTAL;Mujeres;2022;4.149
37 Salamanca;90-94 años;TOTAL;Mujeres;2021;3.955
37 Salamanca;90-94 años;TOTAL;Mujeres;2020;4.010
37 Salamanca;90-94 años;TOTAL;Mujeres;2019;3.899
37 Salamanca;90-94 años;TOTAL;Mujeres;2018;3.798
37 Salamanca;95-99 años;TOTAL;Hombres;2022;529
37 Salamanca;95-99 años;TOTAL;Hombres;2021;507
37 Salamanca;95-99 años;TOTAL;Hombres;2020;528
37 Salamanca;95-99 años;TOTAL;Hombres;2019;477
37 Salamanca;95-99 años;TOTAL;Hombres;2018;447
37 Salamanca;95-99 años;TOTAL;Mujeres;2022;1.432
37 Salamanca;95-99 años;TOTAL;Mujeres;2021;1.368
37 Salamanca;95-99 años;TOTAL;Mujeres;2020;1.345
37 Salamanca;95-99 años;TOTAL;Mujeres;2019;1.222
37 Salamanca;95-99 años;TOTAL;Mujeres;2018;1.156
37 Salamanca;100 años y más;TOTAL;Hombres;2022;86
37 Salamanca;100 años y más;TOTAL;Hombres;2021;63
37 Salamanca;100 años y más;TOTAL;Hombres;2020;66
37 Salamanca;100 años y más;TOTAL;Hombres;2019;65
37 Salamanca;100 años y más;TOTAL;Hombres;2018;64
37 Salamanca;100 años y más;TOTAL;Mujeres;2022;246
37 Salamanca;100 años y más;TOTAL;Mujeres;2021;208
37 Salamanca;100 años y más;TOTAL;Mujeres;2020;218
37 Salamanca;100 años y más;TOTAL;Mujeres;2019;213
37 Salamanca;100 años y más;TOTAL;Mujeres;2018;213
38 Santa Cruz de Tenerife;0-4 años;TOTAL;Hombres;2022;17.272
38 Santa Cruz de Tenerife;0-4 años;TOTAL;Hombres;2021;18.247
38 Santa Cruz de Tenerife;0-4 años;TOTAL;Hombres;2020;19.306
38 Santa Cruz de Tenerife;0-4 años;TOTAL;Hombres;2019;19.915
38 Santa Cruz de Tenerife;0-4 años;TOTAL;Hombres;2018;19.950
38 Santa Cruz de Tenerife;0-4 años;TOTAL;Mujeres;2022;16.191
38 Santa Cruz de Tenerife;0-4 años;TOTAL;Mujeres;2021;17.235
38 Santa Cruz de Tenerife;0-4 años;TOTAL;Mujeres;2020;18.327
38 Santa Cruz de Tenerife;0-4 años;TOTAL;Mujeres;2019;18.940
38 Santa Cruz de Tenerife;0-4 años;TOTAL;Mujeres;2018;19.146
38 Santa Cruz de Tenerife;5-9 años;TOTAL;Hombres;2022;21.968
38 Santa Cruz de Tenerife;5-9 años;TOTAL;Hombres;2021;22.351
38 Santa Cruz de Tenerife;5-9 años;TOTAL;Hombres;2020;22.834
38 Santa Cruz de Tenerife;5-9 años;TOTAL;Hombres;2019;23.197
38 Santa Cruz de Tenerife;5-9 años;TOTAL;Hombres;2018;23.954
38 Santa Cruz de Tenerife;5-9 años;TOTAL;Mujeres;2022;21.188
38 Santa Cruz de Tenerife;5-9 años;TOTAL;Mujeres;2021;21.516
38 Santa Cruz de Tenerife;5-9 años;TOTAL;Mujeres;2020;21.923
38 Santa Cruz de Tenerife;5-9 años;TOTAL;Mujeres;2019;22.151
38 Santa Cruz de Tenerife;5-9 años;TOTAL;Mujeres;2018;22.969
38 Santa Cruz de Tenerife;10-14 años;TOTAL;Hombres;2022;25.608
38 Santa Cruz de Tenerife;10-14 años;TOTAL;Hombres;2021;26.198
38 Santa Cruz de Tenerife;10-14 años;TOTAL;Hombres;2020;26.814
38 Santa Cruz de Tenerife;10-14 años;TOTAL;Hombres;2019;26.756
38 Santa Cruz de Tenerife;10-14 años;TOTAL;Hombres;2018;26.172
38 Santa Cruz de Tenerife;10-14 años;TOTAL;Mujeres;2022;24.272
38 Santa Cruz de Tenerife;10-14 años;TOTAL;Mujeres;2021;24.665
38 Santa Cruz de Tenerife;10-14 años;TOTAL;Mujeres;2020;25.223
38 Santa Cruz de Tenerife;10-14 años;TOTAL;Mujeres;2019;25.238
38 Santa Cruz de Tenerife;10-14 años;TOTAL;Mujeres;2018;24.644
38 Santa Cruz de Tenerife;15-19 años;TOTAL;Hombres;2022;27.282
38 Santa Cruz de Tenerife;15-19 años;TOTAL;Hombres;2021;26.876
38 Santa Cruz de Tenerife;15-19 años;TOTAL;Hombres;2020;26.870
38 Santa Cruz de Tenerife;15-19 años;TOTAL;Hombres;2019;26.783
38 Santa Cruz de Tenerife;15-19 años;TOTAL;Hombres;2018;26.179
38 Santa Cruz de Tenerife;15-19 años;TOTAL;Mujeres;2022;25.257
38 Santa Cruz de Tenerife;15-19 años;TOTAL;Mujeres;2021;25.144
38 Santa Cruz de Tenerife;15-19 años;TOTAL;Mujeres;2020;25.185
38 Santa Cruz de Tenerife;15-19 años;TOTAL;Mujeres;2019;25.053
38 Santa Cruz de Tenerife;15-19 años;TOTAL;Mujeres;2018;24.387
38 Santa Cruz de Tenerife;20-24 años;TOTAL;Hombres;2022;28.063
38 Santa Cruz de Tenerife;20-24 años;TOTAL;Hombres;2021;27.701
38 Santa Cruz de Tenerife;20-24 años;TOTAL;Hombres;2020;27.733
38 Santa Cruz de Tenerife;20-24 años;TOTAL;Hombres;2019;27.300
38 Santa Cruz de Tenerife;20-24 años;TOTAL;Hombres;2018;27.037
38 Santa Cruz de Tenerife;20-24 años;TOTAL;Mujeres;2022;27.847
38 Santa Cruz de Tenerife;20-24 años;TOTAL;Mujeres;2021;27.675
38 Santa Cruz de Tenerife;20-24 años;TOTAL;Mujeres;2020;27.721
38 Santa Cruz de Tenerife;20-24 años;TOTAL;Mujeres;2019;26.912
38 Santa Cruz de Tenerife;20-24 años;TOTAL;Mujeres;2018;26.664
38 Santa Cruz de Tenerife;25-29 años;TOTAL;Hombres;2022;30.656
38 Santa Cruz de Tenerife;25-29 años;TOTAL;Hombres;2021;30.943
38 Santa Cruz de Tenerife;25-29 años;TOTAL;Hombres;2020;31.694
38 Santa Cruz de Tenerife;25-29 años;TOTAL;Hombres;2019;31.676
38 Santa Cruz de Tenerife;25-29 años;TOTAL;Hombres;2018;31.350
38 Santa Cruz de Tenerife;25-29 años;TOTAL;Mujeres;2022;30.936
38 Santa Cruz de Tenerife;25-29 años;TOTAL;Mujeres;2021;31.138
38 Santa Cruz de Tenerife;25-29 años;TOTAL;Mujeres;2020;31.694
38 Santa Cruz de Tenerife;25-29 años;TOTAL;Mujeres;2019;31.667
38 Santa Cruz de Tenerife;25-29 años;TOTAL;Mujeres;2018;31.487
38 Santa Cruz de Tenerife;30-34 años;TOTAL;Hombres;2022;33.384
38 Santa Cruz de Tenerife;30-34 años;TOTAL;Hombres;2021;33.613
38 Santa Cruz de Tenerife;30-34 años;TOTAL;Hombres;2020;34.049
38 Santa Cruz de Tenerife;30-34 años;TOTAL;Hombres;2019;33.850
38 Santa Cruz de Tenerife;30-34 años;TOTAL;Hombres;2018;34.019
38 Santa Cruz de Tenerife;30-34 años;TOTAL;Mujeres;2022;33.576
38 Santa Cruz de Tenerife;30-34 años;TOTAL;Mujeres;2021;34.104
38 Santa Cruz de Tenerife;30-34 años;TOTAL;Mujeres;2020;34.587
38 Santa Cruz de Tenerife;30-34 años;TOTAL;Mujeres;2019;34.609
38 Santa Cruz de Tenerife;30-34 años;TOTAL;Mujeres;2018;34.613
38 Santa Cruz de Tenerife;35-39 años;TOTAL;Hombres;2022;36.334
38 Santa Cruz de Tenerife;35-39 años;TOTAL;Hombres;2021;37.822
38 Santa Cruz de Tenerife;35-39 años;TOTAL;Hombres;2020;39.504
38 Santa Cruz de Tenerife;35-39 años;TOTAL;Hombres;2019;40.522
38 Santa Cruz de Tenerife;35-39 años;TOTAL;Hombres;2018;41.419
38 Santa Cruz de Tenerife;35-39 años;TOTAL;Mujeres;2022;37.327
38 Santa Cruz de Tenerife;35-39 años;TOTAL;Mujeres;2021;38.471
38 Santa Cruz de Tenerife;35-39 años;TOTAL;Mujeres;2020;39.987
38 Santa Cruz de Tenerife;35-39 años;TOTAL;Mujeres;2019;41.032
38 Santa Cruz de Tenerife;35-39 años;TOTAL;Mujeres;2018;41.665
38 Santa Cruz de Tenerife;40-44 años;TOTAL;Hombres;2022;43.655
38 Santa Cruz de Tenerife;40-44 años;TOTAL;Hombres;2021;44.923
38 Santa Cruz de Tenerife;40-44 años;TOTAL;Hombres;2020;45.931
38 Santa Cruz de Tenerife;40-44 años;TOTAL;Hombres;2019;46.421
38 Santa Cruz de Tenerife;40-44 años;TOTAL;Hombres;2018;46.671
38 Santa Cruz de Tenerife;40-44 años;TOTAL;Mujeres;2022;43.279
38 Santa Cruz de Tenerife;40-44 años;TOTAL;Mujeres;2021;44.047
38 Santa Cruz de Tenerife;40-44 años;TOTAL;Mujeres;2020;44.925
38 Santa Cruz de Tenerife;40-44 años;TOTAL;Mujeres;2019;45.049
38 Santa Cruz de Tenerife;40-44 años;TOTAL;Mujeres;2018;44.998
38 Santa Cruz de Tenerife;45-49 años;TOTAL;Hombres;2022;47.429
38 Santa Cruz de Tenerife;45-49 años;TOTAL;Hombres;2021;47.560
38 Santa Cruz de Tenerife;45-49 años;TOTAL;Hombres;2020;47.541
38 Santa Cruz de Tenerife;45-49 años;TOTAL;Hombres;2019;46.508
38 Santa Cruz de Tenerife;45-49 años;TOTAL;Hombres;2018;45.208
38 Santa Cruz de Tenerife;45-49 años;TOTAL;Mujeres;2022;46.384
38 Santa Cruz de Tenerife;45-49 años;TOTAL;Mujeres;2021;46.264
38 Santa Cruz de Tenerife;45-49 años;TOTAL;Mujeres;2020;46.078
38 Santa Cruz de Tenerife;45-49 años;TOTAL;Mujeres;2019;45.136
38 Santa Cruz de Tenerife;45-49 años;TOTAL;Mujeres;2018;44.060
38 Santa Cruz de Tenerife;50-54 años;TOTAL;Hombres;2022;44.880
38 Santa Cruz de Tenerife;50-54 años;TOTAL;Hombres;2021;44.067
38 Santa Cruz de Tenerife;50-54 años;TOTAL;Hombres;2020;43.392
38 Santa Cruz de Tenerife;50-54 años;TOTAL;Hombres;2019;42.898
38 Santa Cruz de Tenerife;50-54 años;TOTAL;Hombres;2018;41.971
38 Santa Cruz de Tenerife;50-54 años;TOTAL;Mujeres;2022;44.654
38 Santa Cruz de Tenerife;50-54 años;TOTAL;Mujeres;2021;44.216
38 Santa Cruz de Tenerife;50-54 años;TOTAL;Mujeres;2020;44.038
38 Santa Cruz de Tenerife;50-54 años;TOTAL;Mujeres;2019;43.358
38 Santa Cruz de Tenerife;50-54 años;TOTAL;Mujeres;2018;42.159
38 Santa Cruz de Tenerife;55-59 años;TOTAL;Hombres;2022;40.914
38 Santa Cruz de Tenerife;55-59 años;TOTAL;Hombres;2021;39.708
38 Santa Cruz de Tenerife;55-59 años;TOTAL;Hombres;2020;38.584
38 Santa Cruz de Tenerife;55-59 años;TOTAL;Hombres;2019;36.714
38 Santa Cruz de Tenerife;55-59 años;TOTAL;Hombres;2018;34.883
38 Santa Cruz de Tenerife;55-59 años;TOTAL;Mujeres;2022;42.430
38 Santa Cruz de Tenerife;55-59 años;TOTAL;Mujeres;2021;41.281
38 Santa Cruz de Tenerife;55-59 años;TOTAL;Mujeres;2020;39.870
38 Santa Cruz de Tenerife;55-59 años;TOTAL;Mujeres;2019;37.893
38 Santa Cruz de Tenerife;55-59 años;TOTAL;Mujeres;2018;36.084
38 Santa Cruz de Tenerife;60-64 años;TOTAL;Hombres;2022;33.207
38 Santa Cruz de Tenerife;60-64 años;TOTAL;Hombres;2021;31.846
38 Santa Cruz de Tenerife;60-64 años;TOTAL;Hombres;2020;30.603
38 Santa Cruz de Tenerife;60-64 años;TOTAL;Hombres;2019;29.214
38 Santa Cruz de Tenerife;60-64 años;TOTAL;Hombres;2018;28.290
38 Santa Cruz de Tenerife;60-64 años;TOTAL;Mujeres;2022;35.097
38 Santa Cruz de Tenerife;60-64 años;TOTAL;Mujeres;2021;33.631
38 Santa Cruz de Tenerife;60-64 años;TOTAL;Mujeres;2020;32.330
38 Santa Cruz de Tenerife;60-64 años;TOTAL;Mujeres;2019;31.279
38 Santa Cruz de Tenerife;60-64 años;TOTAL;Mujeres;2018;30.109
38 Santa Cruz de Tenerife;65-69 años;TOTAL;Hombres;2022;26.484
38 Santa Cruz de Tenerife;65-69 años;TOTAL;Hombres;2021;25.633
38 Santa Cruz de Tenerife;65-69 años;TOTAL;Hombres;2020;24.920
38 Santa Cruz de Tenerife;65-69 años;TOTAL;Hombres;2019;24.367
38 Santa Cruz de Tenerife;65-69 años;TOTAL;Hombres;2018;23.757
38 Santa Cruz de Tenerife;65-69 años;TOTAL;Mujeres;2022;29.087
38 Santa Cruz de Tenerife;65-69 años;TOTAL;Mujeres;2021;27.976
38 Santa Cruz de Tenerife;65-69 años;TOTAL;Mujeres;2020;27.099
38 Santa Cruz de Tenerife;65-69 años;TOTAL;Mujeres;2019;25.999
38 Santa Cruz de Tenerife;65-69 años;TOTAL;Mujeres;2018;25.152
38 Santa Cruz de Tenerife;70-74 años;TOTAL;Hombres;2022;21.487
38 Santa Cruz de Tenerife;70-74 años;TOTAL;Hombres;2021;20.920
38 Santa Cruz de Tenerife;70-74 años;TOTAL;Hombres;2020;20.521
38 Santa Cruz de Tenerife;70-74 años;TOTAL;Hombres;2019;20.200
38 Santa Cruz de Tenerife;70-74 años;TOTAL;Hombres;2018;19.831
38 Santa Cruz de Tenerife;70-74 años;TOTAL;Mujeres;2022;24.078
38 Santa Cruz de Tenerife;70-74 años;TOTAL;Mujeres;2021;23.439
38 Santa Cruz de Tenerife;70-74 años;TOTAL;Mujeres;2020;23.230
38 Santa Cruz de Tenerife;70-74 años;TOTAL;Mujeres;2019;22.913
38 Santa Cruz de Tenerife;70-74 años;TOTAL;Mujeres;2018;22.666
38 Santa Cruz de Tenerife;75-79 años;TOTAL;Hombres;2022;16.855
38 Santa Cruz de Tenerife;75-79 años;TOTAL;Hombres;2021;16.100
38 Santa Cruz de Tenerife;75-79 años;TOTAL;Hombres;2020;15.644
38 Santa Cruz de Tenerife;75-79 años;TOTAL;Hombres;2019;14.439
38 Santa Cruz de Tenerife;75-79 años;TOTAL;Hombres;2018;13.610
38 Santa Cruz de Tenerife;75-79 años;TOTAL;Mujeres;2022;20.617
38 Santa Cruz de Tenerife;75-79 años;TOTAL;Mujeres;2021;19.762
38 Santa Cruz de Tenerife;75-79 años;TOTAL;Mujeres;2020;19.290
38 Santa Cruz de Tenerife;75-79 años;TOTAL;Mujeres;2019;18.024
38 Santa Cruz de Tenerife;75-79 años;TOTAL;Mujeres;2018;17.049
38 Santa Cruz de Tenerife;80-84 años;TOTAL;Hombres;2022;9.866
38 Santa Cruz de Tenerife;80-84 años;TOTAL;Hombres;2021;9.709
38 Santa Cruz de Tenerife;80-84 años;TOTAL;Hombres;2020;9.308
38 Santa Cruz de Tenerife;80-84 años;TOTAL;Hombres;2019;9.772
38 Santa Cruz de Tenerife;80-84 años;TOTAL;Hombres;2018;9.989
38 Santa Cruz de Tenerife;80-84 años;TOTAL;Mujeres;2022;14.123
38 Santa Cruz de Tenerife;80-84 años;TOTAL;Mujeres;2021;14.126
38 Santa Cruz de Tenerife;80-84 años;TOTAL;Mujeres;2020;13.894
38 Santa Cruz de Tenerife;80-84 años;TOTAL;Mujeres;2019;14.462
38 Santa Cruz de Tenerife;80-84 años;TOTAL;Mujeres;2018;14.808
38 Santa Cruz de Tenerife;85-89 años;TOTAL;Hombres;2022;6.340
38 Santa Cruz de Tenerife;85-89 años;TOTAL;Hombres;2021;6.138
38 Santa Cruz de Tenerife;85-89 años;TOTAL;Hombres;2020;5.859
38 Santa Cruz de Tenerife;85-89 años;TOTAL;Hombres;2019;5.465
38 Santa Cruz de Tenerife;85-89 años;TOTAL;Hombres;2018;5.120
38 Santa Cruz de Tenerife;85-89 años;TOTAL;Mujeres;2022;11.208
38 Santa Cruz de Tenerife;85-89 años;TOTAL;Mujeres;2021;10.923
38 Santa Cruz de Tenerife;85-89 años;TOTAL;Mujeres;2020;10.443
38 Santa Cruz de Tenerife;85-89 años;TOTAL;Mujeres;2019;9.914
38 Santa Cruz de Tenerife;85-89 años;TOTAL;Mujeres;2018;9.530
38 Santa Cruz de Tenerife;90-94 años;TOTAL;Hombres;2022;2.166
38 Santa Cruz de Tenerife;90-94 años;TOTAL;Hombres;2021;1.979
38 Santa Cruz de Tenerife;90-94 años;TOTAL;Hombres;2020;1.835
38 Santa Cruz de Tenerife;90-94 años;TOTAL;Hombres;2019;1.672
38 Santa Cruz de Tenerife;90-94 años;TOTAL;Hombres;2018;1.576
38 Santa Cruz de Tenerife;90-94 años;TOTAL;Mujeres;2022;4.811
38 Santa Cruz de Tenerife;90-94 años;TOTAL;Mujeres;2021;4.529
38 Santa Cruz de Tenerife;90-94 años;TOTAL;Mujeres;2020;4.257
38 Santa Cruz de Tenerife;90-94 años;TOTAL;Mujeres;2019;3.943
38 Santa Cruz de Tenerife;90-94 años;TOTAL;Mujeres;2018;3.696
38 Santa Cruz de Tenerife;95-99 años;TOTAL;Hombres;2022;441
38 Santa Cruz de Tenerife;95-99 años;TOTAL;Hombres;2021;413
38 Santa Cruz de Tenerife;95-99 años;TOTAL;Hombres;2020;375
38 Santa Cruz de Tenerife;95-99 años;TOTAL;Hombres;2019;356
38 Santa Cruz de Tenerife;95-99 años;TOTAL;Hombres;2018;346
38 Santa Cruz de Tenerife;95-99 años;TOTAL;Mujeres;2022;1.191
38 Santa Cruz de Tenerife;95-99 años;TOTAL;Mujeres;2021;1.086
38 Santa Cruz de Tenerife;95-99 años;TOTAL;Mujeres;2020;1.013
38 Santa Cruz de Tenerife;95-99 años;TOTAL;Mujeres;2019;962
38 Santa Cruz de Tenerife;95-99 años;TOTAL;Mujeres;2018;913
38 Santa Cruz de Tenerife;100 años y más;TOTAL;Hombres;2022;160
38 Santa Cruz de Tenerife;100 años y más;TOTAL;Hombres;2021;152
38 Santa Cruz de Tenerife;100 años y más;TOTAL;Hombres;2020;174
38 Santa Cruz de Tenerife;100 años y más;TOTAL;Hombres;2019;172
38 Santa Cruz de Tenerife;100 años y más;TOTAL;Hombres;2018;145
38 Santa Cruz de Tenerife;100 años y más;TOTAL;Mujeres;2022;302
38 Santa Cruz de Tenerife;100 años y más;TOTAL;Mujeres;2021;278
38 Santa Cruz de Tenerife;100 años y más;TOTAL;Mujeres;2020;282
38 Santa Cruz de Tenerife;100 años y más;TOTAL;Mujeres;2019;252
38 Santa Cruz de Tenerife;100 años y más;TOTAL;Mujeres;2018;234
40 Segovia;0-4 años;TOTAL;Hombres;2022;2.678
40 Segovia;0-4 años;TOTAL;Hombres;2021;2.742
40 Segovia;0-4 años;TOTAL;Hombres;2020;2.823
40 Segovia;0-4 años;TOTAL;Hombres;2019;2.980
40 Segovia;0-4 años;TOTAL;Hombres;2018;3.036
40 Segovia;0-4 años;TOTAL;Mujeres;2022;2.632
40 Segovia;0-4 años;TOTAL;Mujeres;2021;2.714
40 Segovia;0-4 años;TOTAL;Mujeres;2020;2.798
40 Segovia;0-4 años;TOTAL;Mujeres;2019;2.823
40 Segovia;0-4 años;TOTAL;Mujeres;2018;2.865
40 Segovia;5-9 años;TOTAL;Hombres;2022;3.385
40 Segovia;5-9 años;TOTAL;Hombres;2021;3.475
40 Segovia;5-9 años;TOTAL;Hombres;2020;3.545
40 Segovia;5-9 años;TOTAL;Hombres;2019;3.523
40 Segovia;5-9 años;TOTAL;Hombres;2018;3.684
40 Segovia;5-9 años;TOTAL;Mujeres;2022;3.171
40 Segovia;5-9 años;TOTAL;Mujeres;2021;3.232
40 Segovia;5-9 años;TOTAL;Mujeres;2020;3.220
40 Segovia;5-9 años;TOTAL;Mujeres;2019;3.286
40 Segovia;5-9 años;TOTAL;Mujeres;2018;3.430
40 Segovia;10-14 años;TOTAL;Hombres;2022;3.818
40 Segovia;10-14 años;TOTAL;Hombres;2021;3.813
40 Segovia;10-14 años;TOTAL;Hombres;2020;3.814
40 Segovia;10-14 años;TOTAL;Hombres;2019;3.771
40 Segovia;10-14 años;TOTAL;Hombres;2018;3.712
40 Segovia;10-14 años;TOTAL;Mujeres;2022;3.565
40 Segovia;10-14 años;TOTAL;Mujeres;2021;3.586
40 Segovia;10-14 años;TOTAL;Mujeres;2020;3.629
40 Segovia;10-14 años;TOTAL;Mujeres;2019;3.558
40 Segovia;10-14 años;TOTAL;Mujeres;2018;3.519
40 Segovia;15-19 años;TOTAL;Hombres;2022;3.903
40 Segovia;15-19 años;TOTAL;Hombres;2021;3.829
40 Segovia;15-19 años;TOTAL;Hombres;2020;3.763
40 Segovia;15-19 años;TOTAL;Hombres;2019;3.632
40 Segovia;15-19 años;TOTAL;Hombres;2018;3.598
40 Segovia;15-19 años;TOTAL;Mujeres;2022;3.589
40 Segovia;15-19 años;TOTAL;Mujeres;2021;3.652
40 Segovia;15-19 años;TOTAL;Mujeres;2020;3.575
40 Segovia;15-19 años;TOTAL;Mujeres;2019;3.541
40 Segovia;15-19 años;TOTAL;Mujeres;2018;3.494
40 Segovia;20-24 años;TOTAL;Hombres;2022;3.944
40 Segovia;20-24 años;TOTAL;Hombres;2021;3.910
40 Segovia;20-24 años;TOTAL;Hombres;2020;3.892
40 Segovia;20-24 años;TOTAL;Hombres;2019;3.937
40 Segovia;20-24 años;TOTAL;Hombres;2018;3.957
40 Segovia;20-24 años;TOTAL;Mujeres;2022;3.713
40 Segovia;20-24 años;TOTAL;Mujeres;2021;3.698
40 Segovia;20-24 años;TOTAL;Mujeres;2020;3.681
40 Segovia;20-24 años;TOTAL;Mujeres;2019;3.633
40 Segovia;20-24 años;TOTAL;Mujeres;2018;3.649
40 Segovia;25-29 años;TOTAL;Hombres;2022;3.979
40 Segovia;25-29 años;TOTAL;Hombres;2021;4.035
40 Segovia;25-29 años;TOTAL;Hombres;2020;4.075
40 Segovia;25-29 años;TOTAL;Hombres;2019;4.064
40 Segovia;25-29 años;TOTAL;Hombres;2018;4.094
40 Segovia;25-29 años;TOTAL;Mujeres;2022;3.669
40 Segovia;25-29 años;TOTAL;Mujeres;2021;3.614
40 Segovia;25-29 años;TOTAL;Mujeres;2020;3.593
40 Segovia;25-29 años;TOTAL;Mujeres;2019;3.673
40 Segovia;25-29 años;TOTAL;Mujeres;2018;3.747
40 Segovia;30-34 años;TOTAL;Hombres;2022;4.100
40 Segovia;30-34 años;TOTAL;Hombres;2021;4.133
40 Segovia;30-34 años;TOTAL;Hombres;2020;4.207
40 Segovia;30-34 años;TOTAL;Hombres;2019;4.237
40 Segovia;30-34 años;TOTAL;Hombres;2018;4.357
40 Segovia;30-34 años;TOTAL;Mujeres;2022;3.762
40 Segovia;30-34 años;TOTAL;Mujeres;2021;3.815
40 Segovia;30-34 años;TOTAL;Mujeres;2020;3.850
40 Segovia;30-34 años;TOTAL;Mujeres;2019;3.893
40 Segovia;30-34 años;TOTAL;Mujeres;2018;3.978
40 Segovia;35-39 años;TOTAL;Hombres;2022;4.683
40 Segovia;35-39 años;TOTAL;Hombres;2021;4.857
40 Segovia;35-39 años;TOTAL;Hombres;2020;4.935
40 Segovia;35-39 años;TOTAL;Hombres;2019;5.151
40 Segovia;35-39 años;TOTAL;Hombres;2018;5.309
40 Segovia;35-39 años;TOTAL;Mujeres;2022;4.409
40 Segovia;35-39 años;TOTAL;Mujeres;2021;4.568
40 Segovia;35-39 años;TOTAL;Mujeres;2020;4.639
40 Segovia;35-39 años;TOTAL;Mujeres;2019;4.765
40 Segovia;35-39 años;TOTAL;Mujeres;2018;4.887
40 Segovia;40-44 años;TOTAL;Hombres;2022;5.684
40 Segovia;40-44 años;TOTAL;Hombres;2021;5.760
40 Segovia;40-44 años;TOTAL;Hombres;2020;5.825
40 Segovia;40-44 años;TOTAL;Hombres;2019;5.817
40 Segovia;40-44 años;TOTAL;Hombres;2018;5.973
40 Segovia;40-44 años;TOTAL;Mujeres;2022;5.318
40 Segovia;40-44 años;TOTAL;Mujeres;2021;5.547
40 Segovia;40-44 años;TOTAL;Mujeres;2020;5.587
