Provincia de defunción;Sexo;Causa de muerte (lista reducida);Periodo;Total
03 Alicante/Alacant;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2018;2.558
03 Alicante/Alacant;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2022;624
03 Alicante/Alacant;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2021;477
03 Alicante/Alacant;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2020;588
03 Alicante/Alacant;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2019;706
03 Alicante/Alacant;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2018;862
03 Alicante/Alacant;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2022;410
03 Alicante/Alacant;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2021;403
03 Alicante/Alacant;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2020;380
03 Alicante/Alacant;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2019;376
03 Alicante/Alacant;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2018;375
03 Alicante/Alacant;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2022;48
03 Alicante/Alacant;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2021;39
03 Alicante/Alacant;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2020;44
03 Alicante/Alacant;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2019;32
03 Alicante/Alacant;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2018;37
03 Alicante/Alacant;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2022;124
03 Alicante/Alacant;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2021;104
03 Alicante/Alacant;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2020;119
03 Alicante/Alacant;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2019;94
03 Alicante/Alacant;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2018;107
03 Alicante/Alacant;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2022;371
03 Alicante/Alacant;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2021;347
03 Alicante/Alacant;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2020;334
03 Alicante/Alacant;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2019;292
03 Alicante/Alacant;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2018;270
03 Alicante/Alacant;Mujeres;081 XV.Embarazo, parto y puerperio;2022;0
03 Alicante/Alacant;Mujeres;081 XV.Embarazo, parto y puerperio;2021;2
03 Alicante/Alacant;Mujeres;081 XV.Embarazo, parto y puerperio;2020;0
03 Alicante/Alacant;Mujeres;081 XV.Embarazo, parto y puerperio;2019;0
03 Alicante/Alacant;Mujeres;081 XV.Embarazo, parto y puerperio;2018;0
03 Alicante/Alacant;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2022;5
03 Alicante/Alacant;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2021;1
03 Alicante/Alacant;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2020;7
03 Alicante/Alacant;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2019;10
03 Alicante/Alacant;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2018;9
03 Alicante/Alacant;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2022;15
03 Alicante/Alacant;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2021;10
03 Alicante/Alacant;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2020;12
03 Alicante/Alacant;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2019;11
03 Alicante/Alacant;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2018;14
03 Alicante/Alacant;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2022;176
03 Alicante/Alacant;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2021;300
03 Alicante/Alacant;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2020;216
03 Alicante/Alacant;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2019;227
03 Alicante/Alacant;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2018;266
03 Alicante/Alacant;Mujeres;090-102 XX.Causas externas de mortalidad;2022;280
03 Alicante/Alacant;Mujeres;090-102 XX.Causas externas de mortalidad;2021;246
03 Alicante/Alacant;Mujeres;090-102 XX.Causas externas de mortalidad;2020;203
03 Alicante/Alacant;Mujeres;090-102 XX.Causas externas de mortalidad;2019;226
03 Alicante/Alacant;Mujeres;090-102 XX.Causas externas de mortalidad;2018;199
04 Almería;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2022;297
04 Almería;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2021;422
04 Almería;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2020;211
04 Almería;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2019;40
04 Almería;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2018;59
04 Almería;Hombres;009-041 II.Tumores;2022;868
04 Almería;Hombres;009-041 II.Tumores;2021;883
04 Almería;Hombres;009-041 II.Tumores;2020;805
04 Almería;Hombres;009-041 II.Tumores;2019;896
04 Almería;Hombres;009-041 II.Tumores;2018;881
04 Almería;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2022;12
04 Almería;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2021;8
04 Almería;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2020;19
04 Almería;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2019;13
04 Almería;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2018;16
04 Almería;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2022;122
04 Almería;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2021;122
04 Almería;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2020;111
04 Almería;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2019;95
04 Almería;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2018;98
04 Almería;Hombres;046-049 V.Trastornos mentales y del comportamiento;2022;74
04 Almería;Hombres;046-049 V.Trastornos mentales y del comportamiento;2021;99
04 Almería;Hombres;046-049 V.Trastornos mentales y del comportamiento;2020;69
04 Almería;Hombres;046-049 V.Trastornos mentales y del comportamiento;2019;93
04 Almería;Hombres;046-049 V.Trastornos mentales y del comportamiento;2018;81
04 Almería;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2022;137
04 Almería;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2021;133
04 Almería;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2020;130
04 Almería;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2019;142
04 Almería;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2018;135
04 Almería;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2022;748
04 Almería;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2021;727
04 Almería;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2020;713
04 Almería;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2019;629
04 Almería;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2018;635
04 Almería;Hombres;062-067 X.Enfermedades del sistema respiratorio;2022;293
04 Almería;Hombres;062-067 X.Enfermedades del sistema respiratorio;2021;278
04 Almería;Hombres;062-067 X.Enfermedades del sistema respiratorio;2020;321
04 Almería;Hombres;062-067 X.Enfermedades del sistema respiratorio;2019;324
04 Almería;Hombres;062-067 X.Enfermedades del sistema respiratorio;2018;379
04 Almería;Hombres;068-072 XI.Enfermedades del sistema digestivo;2022;157
04 Almería;Hombres;068-072 XI.Enfermedades del sistema digestivo;2021;179
04 Almería;Hombres;068-072 XI.Enfermedades del sistema digestivo;2020;163
04 Almería;Hombres;068-072 XI.Enfermedades del sistema digestivo;2019;152
04 Almería;Hombres;068-072 XI.Enfermedades del sistema digestivo;2018;185
04 Almería;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2022;2
04 Almería;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2021;6
04 Almería;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2020;5
04 Almería;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2019;6
04 Almería;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2018;4
04 Almería;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2022;21
04 Almería;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2021;29
04 Almería;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2020;21
04 Almería;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2019;25
04 Almería;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2018;23
04 Almería;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2022;79
04 Almería;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2021;96
04 Almería;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2020;74
04 Almería;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2019;71
04 Almería;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2018;86
04 Almería;Hombres;081 XV.Embarazo, parto y puerperio;2022;0
04 Almería;Hombres;081 XV.Embarazo, parto y puerperio;2021;0
04 Almería;Hombres;081 XV.Embarazo, parto y puerperio;2020;0
04 Almería;Hombres;081 XV.Embarazo, parto y puerperio;2019;0
04 Almería;Hombres;081 XV.Embarazo, parto y puerperio;2018;0
04 Almería;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2022;8
04 Almería;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2021;7
04 Almería;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2020;9
04 Almería;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2019;3
04 Almería;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2018;7
04 Almería;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2022;12
04 Almería;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2021;8
04 Almería;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2020;6
04 Almería;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2019;1
04 Almería;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2018;4
04 Almería;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2022;244
04 Almería;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2021;192
04 Almería;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2020;234
04 Almería;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2019;228
04 Almería;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2018;216
04 Almería;Hombres;090-102 XX.Causas externas de mortalidad;2022;201
04 Almería;Hombres;090-102 XX.Causas externas de mortalidad;2021;206
04 Almería;Hombres;090-102 XX.Causas externas de mortalidad;2020;190
04 Almería;Hombres;090-102 XX.Causas externas de mortalidad;2019;169
04 Almería;Hombres;090-102 XX.Causas externas de mortalidad;2018;193
04 Almería;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2022;256
04 Almería;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2021;319
04 Almería;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2020;172
04 Almería;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2019;49
04 Almería;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2018;51
04 Almería;Mujeres;009-041 II.Tumores;2022;507
04 Almería;Mujeres;009-041 II.Tumores;2021;572
04 Almería;Mujeres;009-041 II.Tumores;2020;507
04 Almería;Mujeres;009-041 II.Tumores;2019;514
04 Almería;Mujeres;009-041 II.Tumores;2018;491
04 Almería;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2022;14
04 Almería;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2021;15
04 Almería;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2020;11
04 Almería;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2019;14
04 Almería;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2018;15
04 Almería;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2022;103
04 Almería;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2021;138
04 Almería;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2020;103
04 Almería;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2019;108
04 Almería;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2018;117
04 Almería;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2022;136
04 Almería;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2021;118
04 Almería;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2020;124
04 Almería;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2019;135
04 Almería;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2018;123
04 Almería;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2022;207
04 Almería;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2021;189
04 Almería;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2020;190
04 Almería;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2019;159
04 Almería;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2018;178
04 Almería;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2022;665
04 Almería;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2021;650
04 Almería;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2020;734
04 Almería;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2019;602
04 Almería;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2018;646
04 Almería;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2022;205
04 Almería;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2021;180
04 Almería;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2020;203
04 Almería;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2019;221
04 Almería;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2018;290
04 Almería;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2022;154
04 Almería;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2021;157
04 Almería;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2020;104
04 Almería;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2019;128
04 Almería;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2018;147
04 Almería;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2022;5
04 Almería;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2021;12
04 Almería;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2020;8
04 Almería;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2019;6
04 Almería;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2018;12
04 Almería;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2022;43
04 Almería;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2021;37
04 Almería;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2020;40
04 Almería;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2019;36
04 Almería;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2018;37
04 Almería;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2022;131
04 Almería;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2021;115
