Nacional;Comunidades y Ciudades Autónomas;Causas (lista reducida);Edad;Sexo;Total
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 1 a 14 años;Hombres;1
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 1 a 14 años;Mujeres;0
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 15 a 29 años;Hombres;0
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 15 a 29 años;Mujeres;0
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 30 a 39 años;Hombres;3
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 30 a 39 años;Mujeres;0
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 40 a 44 años;Hombres;0
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 40 a 44 años;Mujeres;0
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 45 a 49 años;Hombres;3
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 45 a 49 años;Mujeres;1
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 50 a 54 años;Hombres;2
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 50 a 54 años;Mujeres;2
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 55 a 59 años;Hombres;4
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 55 a 59 años;Mujeres;3
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 60 a 64 años;Hombres;2
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 60 a 64 años;Mujeres;1
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 65 a 69 años;Hombres;7
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 65 a 69 años;Mujeres;9
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 70 a 74 años;Hombres;8
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 70 a 74 años;Mujeres;9
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 75 a 79 años;Hombres;15
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 75 a 79 años;Mujeres;15
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 80 a 84 años;Hombres;20
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 80 a 84 años;Mujeres;18
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 85 a 89 años;Hombres;12
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 85 a 89 años;Mujeres;33
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 90 a 94 años;Hombres;15
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 90 a 94 años;Mujeres;31
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 95 años y más;Hombres;2
Total Nacional;17 Rioja, La;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;De 95 años y más;Mujeres;11
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 1 a 14 años;Hombres;1
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 1 a 14 años;Mujeres;0
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 15 a 29 años;Hombres;0
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 15 a 29 años;Mujeres;0
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 30 a 39 años;Hombres;3
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 30 a 39 años;Mujeres;0
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;Hombres;5
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;Mujeres;2
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;Hombres;8
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;Mujeres;1
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;Hombres;7
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;Mujeres;2
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;Hombres;19
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;Mujeres;2
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;Hombres;21
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;Mujeres;7
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;Hombres;24
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;Mujeres;9
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 70 a 74 años;Hombres;31
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 70 a 74 años;Mujeres;10
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 75 a 79 años;Hombres;44
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 75 a 79 años;Mujeres;23
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 80 a 84 años;Hombres;45
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 80 a 84 años;Mujeres;47
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 85 a 89 años;Hombres;76
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 85 a 89 años;Mujeres;113
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 90 a 94 años;Hombres;95
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 90 a 94 años;Mujeres;137
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 95 años y más;Hombres;44
Total Nacional;17 Rioja, La;053-061 IX.Enfermedades del sistema circulatorio;De 95 años y más;Mujeres;106
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 1 a 14 años;Hombres;0
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 1 a 14 años;Mujeres;0
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 15 a 29 años;Hombres;0
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 15 a 29 años;Mujeres;0
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 30 a 39 años;Hombres;0
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 30 a 39 años;Mujeres;2
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 40 a 44 años;Hombres;2
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 40 a 44 años;Mujeres;1
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 45 a 49 años;Hombres;0
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 45 a 49 años;Mujeres;0
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 50 a 54 años;Hombres;2
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 50 a 54 años;Mujeres;1
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 55 a 59 años;Hombres;2
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 55 a 59 años;Mujeres;0
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 60 a 64 años;Hombres;5
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 60 a 64 años;Mujeres;0
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 65 a 69 años;Hombres;5
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 65 a 69 años;Mujeres;4
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 70 a 74 años;Hombres;22
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 70 a 74 años;Mujeres;7
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 75 a 79 años;Hombres;25
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 75 a 79 años;Mujeres;11
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 80 a 84 años;Hombres;33
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 80 a 84 años;Mujeres;18
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 85 a 89 años;Hombres;55
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 85 a 89 años;Mujeres;36
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 90 a 94 años;Hombres;39
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 90 a 94 años;Mujeres;58
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 95 años y más;Hombres;24
Total Nacional;17 Rioja, La;062-067 X.Enfermedades del sistema respiratorio;De 95 años y más;Mujeres;56
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 1 a 14 años;Hombres;0
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 1 a 14 años;Mujeres;0
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 15 a 29 años;Hombres;0
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 15 a 29 años;Mujeres;0
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 30 a 39 años;Hombres;0
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 30 a 39 años;Mujeres;0
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 40 a 44 años;Hombres;1
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 40 a 44 años;Mujeres;1
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 45 a 49 años;Hombres;4
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 45 a 49 años;Mujeres;1
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 50 a 54 años;Hombres;3
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 50 a 54 años;Mujeres;0
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 55 a 59 años;Hombres;2
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 55 a 59 años;Mujeres;3
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 60 a 64 años;Hombres;7
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 60 a 64 años;Mujeres;2
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 65 a 69 años;Hombres;4
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 65 a 69 años;Mujeres;4
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 70 a 74 años;Hombres;10
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 70 a 74 años;Mujeres;1
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 75 a 79 años;Hombres;9
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 75 a 79 años;Mujeres;4
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 80 a 84 años;Hombres;20
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 80 a 84 años;Mujeres;13
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 85 a 89 años;Hombres;12
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 85 a 89 años;Mujeres;20
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 90 a 94 años;Hombres;16
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 90 a 94 años;Mujeres;31
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 95 años y más;Hombres;6
Total Nacional;17 Rioja, La;068-072 XI.Enfermedades del sistema digestivo;De 95 años y más;Mujeres;19
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 14 años;Hombres;0
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 14 años;Mujeres;0
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 29 años;Hombres;0
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 29 años;Mujeres;0
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 39 años;Hombres;0
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 39 años;Mujeres;0
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 40 a 44 años;Hombres;0
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 40 a 44 años;Mujeres;0
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 45 a 49 años;Hombres;0
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 45 a 49 años;Mujeres;0
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 50 a 54 años;Hombres;0
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 50 a 54 años;Mujeres;0
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 55 a 59 años;Hombres;0
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 55 a 59 años;Mujeres;0
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 60 a 64 años;Hombres;0
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 60 a 64 años;Mujeres;0
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 65 a 69 años;Hombres;0
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 65 a 69 años;Mujeres;0
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 70 a 74 años;Hombres;0
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 70 a 74 años;Mujeres;1
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 75 a 79 años;Hombres;1
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 75 a 79 años;Mujeres;1
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 80 a 84 años;Hombres;1
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 80 a 84 años;Mujeres;1
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 85 a 89 años;Hombres;5
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 85 a 89 años;Mujeres;2
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 90 a 94 años;Hombres;1
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 90 a 94 años;Mujeres;2
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 95 años y más;Hombres;2
Total Nacional;17 Rioja, La;073 XII.Enfermedades de la piel y del tejido subcutáneo;De 95 años y más;Mujeres;3
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 1 a 14 años;Hombres;0
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 1 a 14 años;Mujeres;0
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 15 a 29 años;Hombres;0
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 15 a 29 años;Mujeres;0
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 30 a 39 años;Hombres;0
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 30 a 39 años;Mujeres;0
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 40 a 44 años;Hombres;0
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 40 a 44 años;Mujeres;0
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 45 a 49 años;Hombres;1
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 45 a 49 años;Mujeres;0
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 50 a 54 años;Hombres;0
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 50 a 54 años;Mujeres;1
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 55 a 59 años;Hombres;0
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 55 a 59 años;Mujeres;0
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 60 a 64 años;Hombres;1
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 60 a 64 años;Mujeres;1
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 65 a 69 años;Hombres;0
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 65 a 69 años;Mujeres;1
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 70 a 74 años;Hombres;2
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 70 a 74 años;Mujeres;1
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 75 a 79 años;Hombres;1
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 75 a 79 años;Mujeres;0
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 80 a 84 años;Hombres;1
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 80 a 84 años;Mujeres;2
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 85 a 89 años;Hombres;4
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 85 a 89 años;Mujeres;6
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 90 a 94 años;Hombres;1
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 90 a 94 años;Mujeres;9
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 95 años y más;Hombres;5
Total Nacional;17 Rioja, La;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;De 95 años y más;Mujeres;3
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 1 a 14 años;Hombres;0
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 1 a 14 años;Mujeres;0
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 15 a 29 años;Hombres;1
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 15 a 29 años;Mujeres;0
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 30 a 39 años;Hombres;0
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 30 a 39 años;Mujeres;0
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 40 a 44 años;Hombres;0
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 40 a 44 años;Mujeres;0
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 45 a 49 años;Hombres;0
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 45 a 49 años;Mujeres;0
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 50 a 54 años;Hombres;0
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 50 a 54 años;Mujeres;0
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 55 a 59 años;Hombres;0
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 55 a 59 años;Mujeres;1
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 60 a 64 años;Hombres;1
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 60 a 64 años;Mujeres;0
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 65 a 69 años;Hombres;0
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 65 a 69 años;Mujeres;1
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 70 a 74 años;Hombres;3
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 70 a 74 años;Mujeres;1
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 75 a 79 años;Hombres;7
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 75 a 79 años;Mujeres;3
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 80 a 84 años;Hombres;6
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 80 a 84 años;Mujeres;6
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 85 a 89 años;Hombres;19
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 85 a 89 años;Mujeres;16
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 90 a 94 años;Hombres;18
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 90 a 94 años;Mujeres;18
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 95 años y más;Hombres;5
Total Nacional;17 Rioja, La;077-080 XIV.Enfermedades del sistema genitourinario;De 95 años y más;Mujeres;15
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 1 a 14 años;Hombres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 1 a 14 años;Mujeres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 15 a 29 años;Hombres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 15 a 29 años;Mujeres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 30 a 39 años;Hombres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 30 a 39 años;Mujeres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 40 a 44 años;Hombres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 40 a 44 años;Mujeres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 45 a 49 años;Hombres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 45 a 49 años;Mujeres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 50 a 54 años;Hombres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 50 a 54 años;Mujeres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 55 a 59 años;Hombres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 55 a 59 años;Mujeres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 60 a 64 años;Hombres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 60 a 64 años;Mujeres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 65 a 69 años;Hombres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 65 a 69 años;Mujeres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 70 a 74 años;Hombres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 70 a 74 años;Mujeres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 75 a 79 años;Hombres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 75 a 79 años;Mujeres;0
