Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Islas;Indicadores de renta media;Periodo;Total
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2022;23.363
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2021;21.981
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2020;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2019;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2018;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2022;21.405
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2021;20.100
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2020;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2019;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2018;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2022;19.356
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2021;18.245
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2020;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2019;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2018;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2022;50.311
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2021;47.436
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2020;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2019;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2018;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2022;16.403
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2021;15.539
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2020;14.962
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2019;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2018;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2022;38.586
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2021;36.546
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2020;35.412
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2019;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2018;""
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2022;23.611
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2021;22.423
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2020;21.618
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2019;""
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2018;""
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2022;21.350
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2021;20.650
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2020;19.950
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2019;""
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2018;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2022;19.714
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2021;18.700
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2020;17.945
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2019;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2018;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2022;46.375
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2021;43.981
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2020;42.474
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2019;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2018;""
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2022;17.225
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2021;16.192
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2020;15.555
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2019;15.547
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2018;15.047
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2022;40.694
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2021;38.390
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2020;37.242
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2019;37.523
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2018;36.364
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2022;25.029
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2021;23.589
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2020;22.731
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2019;22.756
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2018;22.061
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2022;22.050
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2021;21.350
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2020;20.650
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2019;19.950
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2018;19.250
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2022;20.717
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2021;19.471
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2020;18.534
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2019;18.707
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2018;18.055
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2022;48.944
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2021;46.162
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2020;44.373
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2019;45.149
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2018;43.632
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2022;18.325
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2021;16.887
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2020;16.399
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2019;16.463
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2018;15.891
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2022;43.392
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2021;39.988
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2020;39.023
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2019;39.283
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2018;37.797
Total Nacional;País Vasco;Gipuzkoa;;Media de la renta por unidad de consumo;2022;26.642
Total Nacional;País Vasco;Gipuzkoa;;Media de la renta por unidad de consumo;2021;24.593
Total Nacional;País Vasco;Gipuzkoa;;Media de la renta por unidad de consumo;2020;23.923
Total Nacional;País Vasco;Gipuzkoa;;Media de la renta por unidad de consumo;2019;24.028
Total Nacional;País Vasco;Gipuzkoa;;Media de la renta por unidad de consumo;2018;23.223
Total Nacional;País Vasco;Gipuzkoa;;Mediana de la renta por unidad de consumo;2022;24.150
Total Nacional;País Vasco;Gipuzkoa;;Mediana de la renta por unidad de consumo;2021;22.050
Total Nacional;País Vasco;Gipuzkoa;;Mediana de la renta por unidad de consumo;2020;21.350
Total Nacional;País Vasco;Gipuzkoa;;Mediana de la renta por unidad de consumo;2019;21.350
Total Nacional;País Vasco;Gipuzkoa;;Mediana de la renta por unidad de consumo;2018;20.650
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por persona;2022;21.988
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por persona;2021;20.381
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por persona;2020;19.689
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por persona;2019;19.785
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por persona;2018;19.041
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por hogar;2022;52.066
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por hogar;2021;48.263
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por hogar;2020;46.852
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por hogar;2019;47.211
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por hogar;2018;45.288
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por persona;2022;13.864
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por persona;2021;13.215
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por persona;2020;12.738
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por persona;2019;12.930
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por persona;2018;12.460
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por hogar;2022;33.314
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por hogar;2021;31.884
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por hogar;2020;30.843
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por hogar;2019;31.535
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por hogar;2018;30.286
Total Nacional;Rioja, La;Rioja, La;;Media de la renta por unidad de consumo;2022;20.436
Total Nacional;Rioja, La;Rioja, La;;Media de la renta por unidad de consumo;2021;19.479
Total Nacional;Rioja, La;Rioja, La;;Media de la renta por unidad de consumo;2020;18.778
Total Nacional;Rioja, La;Rioja, La;;Media de la renta por unidad de consumo;2019;19.101
Total Nacional;Rioja, La;Rioja, La;;Media de la renta por unidad de consumo;2018;18.410
Total Nacional;Rioja, La;Rioja, La;;Mediana de la renta por unidad de consumo;2022;18.550
Total Nacional;Rioja, La;Rioja, La;;Mediana de la renta por unidad de consumo;2021;17.150
Total Nacional;Rioja, La;Rioja, La;;Mediana de la renta por unidad de consumo;2020;16.450
Total Nacional;Rioja, La;Rioja, La;;Mediana de la renta por unidad de consumo;2019;17.150
Total Nacional;Rioja, La;Rioja, La;;Mediana de la renta por unidad de consumo;2018;16.450
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por persona;2022;16.976
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por persona;2021;16.015
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por persona;2020;15.309
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por persona;2019;15.513
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por persona;2018;14.932
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por hogar;2022;40.793
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por hogar;2021;38.641
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por hogar;2020;37.066
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por hogar;2019;37.836
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por hogar;2018;36.295
Total Nacional;Ceuta;Ceuta;;Renta neta media por persona;2022;13.673
Total Nacional;Ceuta;Ceuta;;Renta neta media por persona;2021;13.030
Total Nacional;Ceuta;Ceuta;;Renta neta media por persona;2020;12.358
Total Nacional;Ceuta;Ceuta;;Renta neta media por persona;2019;12.038
Total Nacional;Ceuta;Ceuta;;Renta neta media por persona;2018;11.448
Total Nacional;Ceuta;Ceuta;;Renta neta media por hogar;2022;42.318
Total Nacional;Ceuta;Ceuta;;Renta neta media por hogar;2021;40.660
Total Nacional;Ceuta;Ceuta;;Renta neta media por hogar;2020;39.330
Total Nacional;Ceuta;Ceuta;;Renta neta media por hogar;2019;38.628
Total Nacional;Ceuta;Ceuta;;Renta neta media por hogar;2018;37.090
Total Nacional;Ceuta;Ceuta;;Media de la renta por unidad de consumo;2022;21.223
Total Nacional;Ceuta;Ceuta;;Media de la renta por unidad de consumo;2021;20.327
Total Nacional;Ceuta;Ceuta;;Media de la renta por unidad de consumo;2020;19.308
Total Nacional;Ceuta;Ceuta;;Media de la renta por unidad de consumo;2019;18.796
Total Nacional;Ceuta;Ceuta;;Media de la renta por unidad de consumo;2018;17.930
Total Nacional;Ceuta;Ceuta;;Mediana de la renta por unidad de consumo;2022;16.450
Total Nacional;Ceuta;Ceuta;;Mediana de la renta por unidad de consumo;2021;15.750
Total Nacional;Ceuta;Ceuta;;Mediana de la renta por unidad de consumo;2020;14.350
Total Nacional;Ceuta;Ceuta;;Mediana de la renta por unidad de consumo;2019;14.350
Total Nacional;Ceuta;Ceuta;;Mediana de la renta por unidad de consumo;2018;13.650
Total Nacional;Ceuta;Ceuta;;Renta bruta media por persona;2022;15.249
Total Nacional;Ceuta;Ceuta;;Renta bruta media por persona;2021;14.499
Total Nacional;Ceuta;Ceuta;;Renta bruta media por persona;2020;13.718
Total Nacional;Ceuta;Ceuta;;Renta bruta media por persona;2019;13.368
Total Nacional;Ceuta;Ceuta;;Renta bruta media por persona;2018;12.683
Total Nacional;Ceuta;Ceuta;;Renta bruta media por hogar;2022;47.194
Total Nacional;Ceuta;Ceuta;;Renta bruta media por hogar;2021;45.243
Total Nacional;Ceuta;Ceuta;;Renta bruta media por hogar;2020;43.660
Total Nacional;Ceuta;Ceuta;;Renta bruta media por hogar;2019;42.896
Total Nacional;Ceuta;Ceuta;;Renta bruta media por hogar;2018;41.089
Total Nacional;Melilla;Melilla;;Renta neta media por persona;2022;13.140
Total Nacional;Melilla;Melilla;;Renta neta media por persona;2021;12.506
Total Nacional;Melilla;Melilla;;Renta neta media por persona;2020;11.665
Total Nacional;Melilla;Melilla;;Renta neta media por persona;2019;11.463
Total Nacional;Melilla;Melilla;;Renta neta media por persona;2018;10.925
Total Nacional;Melilla;Melilla;;Renta neta media por hogar;2022;43.422
Total Nacional;Melilla;Melilla;;Renta neta media por hogar;2021;41.846
Total Nacional;Melilla;Melilla;;Renta neta media por hogar;2020;39.868
Total Nacional;Melilla;Melilla;;Renta neta media por hogar;2019;39.730
Total Nacional;Melilla;Melilla;;Renta neta media por hogar;2018;37.829
Total Nacional;Melilla;Melilla;;Media de la renta por unidad de consumo;2022;21.013
Total Nacional;Melilla;Melilla;;Media de la renta por unidad de consumo;2021;20.044
Total Nacional;Melilla;Melilla;;Media de la renta por unidad de consumo;2020;18.701
Total Nacional;Melilla;Melilla;;Media de la renta por unidad de consumo;2019;18.434
Total Nacional;Melilla;Melilla;;Media de la renta por unidad de consumo;2018;17.592
Total Nacional;Melilla;Melilla;;Mediana de la renta por unidad de consumo;2022;15.750
Total Nacional;Melilla;Melilla;;Mediana de la renta por unidad de consumo;2021;15.050
Total Nacional;Melilla;Melilla;;Mediana de la renta por unidad de consumo;2020;13.650
Total Nacional;Melilla;Melilla;;Mediana de la renta por unidad de consumo;2019;13.650
Total Nacional;Melilla;Melilla;;Mediana de la renta por unidad de consumo;2018;12.950
Total Nacional;Melilla;Melilla;;Renta bruta media por persona;2022;14.603
Total Nacional;Melilla;Melilla;;Renta bruta media por persona;2021;13.879
Total Nacional;Melilla;Melilla;;Renta bruta media por persona;2020;12.912
Total Nacional;Melilla;Melilla;;Renta bruta media por persona;2019;12.676
Total Nacional;Melilla;Melilla;;Renta bruta media por persona;2018;12.081
Total Nacional;Melilla;Melilla;;Renta bruta media por hogar;2022;48.256
Total Nacional;Melilla;Melilla;;Renta bruta media por hogar;2021;46.439
Total Nacional;Melilla;Melilla;;Renta bruta media por hogar;2020;44.129
Total Nacional;Melilla;Melilla;;Renta bruta media por hogar;2019;43.936
Total Nacional;Melilla;Melilla;;Renta bruta media por hogar;2018;41.830
