Nacional;Comunidades y Ciudades Autónomas;Causa de muerte (capítulos de la 10ª revisión de la CIE);Tipo de indicador;Sexo;Total
Total Nacional;02 Aragón;Enfermedades del sistema genitourinario;Tasa estandarizada de APVP (tanto por cien mil);Hombres;53,26
Total Nacional;02 Aragón;Enfermedades del sistema genitourinario;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;29,35
Total Nacional;02 Aragón;Enfermedades del sistema genitourinario;Nº medio de APVP;Hombres;10,14
Total Nacional;02 Aragón;Enfermedades del sistema genitourinario;Nº medio de APVP;Mujeres;7,69
Total Nacional;02 Aragón;Embarazo, parto y puerperio;Nº de APVP;Hombres;..
Total Nacional;02 Aragón;Embarazo, parto y puerperio;Nº de APVP;Mujeres;42,50
Total Nacional;02 Aragón;Embarazo, parto y puerperio;Distribución por capítulos de la CIE;Hombres;..
Total Nacional;02 Aragón;Embarazo, parto y puerperio;Distribución por capítulos de la CIE;Mujeres;0,22
Total Nacional;02 Aragón;Embarazo, parto y puerperio;Tasa estandarizada de APVP (tanto por cien mil);Hombres;..
Total Nacional;02 Aragón;Embarazo, parto y puerperio;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;7,91
Total Nacional;02 Aragón;Embarazo, parto y puerperio;Nº medio de APVP;Hombres;..
Total Nacional;02 Aragón;Embarazo, parto y puerperio;Nº medio de APVP;Mujeres;42,50
Total Nacional;02 Aragón;Afecciones originadas en el periodo perinatal;Nº de APVP;Hombres;122,50
Total Nacional;02 Aragón;Afecciones originadas en el periodo perinatal;Nº de APVP;Mujeres;..
Total Nacional;02 Aragón;Afecciones originadas en el periodo perinatal;Distribución por capítulos de la CIE;Hombres;0,32
Total Nacional;02 Aragón;Afecciones originadas en el periodo perinatal;Distribución por capítulos de la CIE;Mujeres;..
Total Nacional;02 Aragón;Afecciones originadas en el periodo perinatal;Tasa estandarizada de APVP (tanto por cien mil);Hombres;20,33
Total Nacional;02 Aragón;Afecciones originadas en el periodo perinatal;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;..
Total Nacional;02 Aragón;Afecciones originadas en el periodo perinatal;Nº medio de APVP;Hombres;40,83
Total Nacional;02 Aragón;Afecciones originadas en el periodo perinatal;Nº medio de APVP;Mujeres;..
Total Nacional;02 Aragón;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº de APVP;Hombres;182,50
Total Nacional;02 Aragón;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº de APVP;Mujeres;352,00
Total Nacional;02 Aragón;Malformaciones congénitas, deformidades y anomalías cromosómicas;Distribución por capítulos de la CIE;Hombres;0,47
Total Nacional;02 Aragón;Malformaciones congénitas, deformidades y anomalías cromosómicas;Distribución por capítulos de la CIE;Mujeres;1,79
Total Nacional;02 Aragón;Malformaciones congénitas, deformidades y anomalías cromosómicas;Tasa estandarizada de APVP (tanto por cien mil);Hombres;27,22
Total Nacional;02 Aragón;Malformaciones congénitas, deformidades y anomalías cromosómicas;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;62,51
Total Nacional;02 Aragón;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº medio de APVP;Hombres;26,07
Total Nacional;02 Aragón;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº medio de APVP;Mujeres;32,00
Total Nacional;02 Aragón;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº de APVP;Hombres;652,50
Total Nacional;02 Aragón;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº de APVP;Mujeres;140,00
Total Nacional;02 Aragón;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Distribución por capítulos de la CIE;Hombres;1,68
Total Nacional;02 Aragón;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Distribución por capítulos de la CIE;Mujeres;0,71
Total Nacional;02 Aragón;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Tasa estandarizada de APVP (tanto por cien mil);Hombres;104,03
Total Nacional;02 Aragón;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;20,23
Total Nacional;02 Aragón;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº medio de APVP;Hombres;22,50
Total Nacional;02 Aragón;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº medio de APVP;Mujeres;17,50
Total Nacional;02 Aragón;Causas externas de mortalidad;Nº de APVP;Hombres;5.930,00
Total Nacional;02 Aragón;Causas externas de mortalidad;Nº de APVP;Mujeres;1.752,00
Total Nacional;02 Aragón;Causas externas de mortalidad;Distribución por capítulos de la CIE;Hombres;15,27
Total Nacional;02 Aragón;Causas externas de mortalidad;Distribución por capítulos de la CIE;Mujeres;8,92
Total Nacional;02 Aragón;Causas externas de mortalidad;Tasa estandarizada de APVP (tanto por cien mil);Hombres;925,90
Total Nacional;02 Aragón;Causas externas de mortalidad;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;271,77
Total Nacional;02 Aragón;Causas externas de mortalidad;Nº medio de APVP;Hombres;27,45
Total Nacional;02 Aragón;Causas externas de mortalidad;Nº medio de APVP;Mujeres;24,00
Total Nacional;03 Asturias, Principado de;Enfermedades infecciosas y parasitarias;Nº de APVP;Hombres;797,50
Total Nacional;03 Asturias, Principado de;Enfermedades infecciosas y parasitarias;Nº de APVP;Mujeres;325,00
Total Nacional;03 Asturias, Principado de;Enfermedades infecciosas y parasitarias;Distribución por capítulos de la CIE;Hombres;2,10
Total Nacional;03 Asturias, Principado de;Enfermedades infecciosas y parasitarias;Distribución por capítulos de la CIE;Mujeres;1,69
Total Nacional;03 Asturias, Principado de;Enfermedades infecciosas y parasitarias;Tasa estandarizada de APVP (tanto por cien mil);Hombres;141,42
Total Nacional;03 Asturias, Principado de;Enfermedades infecciosas y parasitarias;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;48,61
Total Nacional;03 Asturias, Principado de;Enfermedades infecciosas y parasitarias;Nº medio de APVP;Hombres;11,56
Total Nacional;03 Asturias, Principado de;Enfermedades infecciosas y parasitarias;Nº medio de APVP;Mujeres;9,03
Total Nacional;03 Asturias, Principado de;Tumores;Nº de APVP;Hombres;14.622,00
Total Nacional;03 Asturias, Principado de;Tumores;Nº de APVP;Mujeres;10.205,00
Total Nacional;03 Asturias, Principado de;Tumores;Distribución por capítulos de la CIE;Hombres;38,50
Total Nacional;03 Asturias, Principado de;Tumores;Distribución por capítulos de la CIE;Mujeres;52,97
Total Nacional;03 Asturias, Principado de;Tumores;Tasa estandarizada de APVP (tanto por cien mil);Hombres;2.575,80
Total Nacional;03 Asturias, Principado de;Tumores;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;1.632,74
Total Nacional;03 Asturias, Principado de;Tumores;Nº medio de APVP;Hombres;11,56
Total Nacional;03 Asturias, Principado de;Tumores;Nº medio de APVP;Mujeres;12,27
Total Nacional;03 Asturias, Principado de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº de APVP;Hombres;20,00
Total Nacional;03 Asturias, Principado de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº de APVP;Mujeres;30,00
Total Nacional;03 Asturias, Principado de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Distribución por capítulos de la CIE;Hombres;0,05
Total Nacional;03 Asturias, Principado de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Distribución por capítulos de la CIE;Mujeres;0,16
Total Nacional;03 Asturias, Principado de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Tasa estandarizada de APVP (tanto por cien mil);Hombres;3,53
Total Nacional;03 Asturias, Principado de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;4,22
Total Nacional;03 Asturias, Principado de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº medio de APVP;Hombres;5,00
Total Nacional;03 Asturias, Principado de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº medio de APVP;Mujeres;5,00
Total Nacional;03 Asturias, Principado de;Enfermedades endocrinas, nutricionales y metabólicas;Nº de APVP;Hombres;1.070,00
Total Nacional;03 Asturias, Principado de;Enfermedades endocrinas, nutricionales y metabólicas;Nº de APVP;Mujeres;537,50
Total Nacional;03 Asturias, Principado de;Enfermedades endocrinas, nutricionales y metabólicas;Distribución por capítulos de la CIE;Hombres;2,82
Total Nacional;03 Asturias, Principado de;Enfermedades endocrinas, nutricionales y metabólicas;Distribución por capítulos de la CIE;Mujeres;2,79
Total Nacional;03 Asturias, Principado de;Enfermedades endocrinas, nutricionales y metabólicas;Tasa estandarizada de APVP (tanto por cien mil);Hombres;195,44
Total Nacional;03 Asturias, Principado de;Enfermedades endocrinas, nutricionales y metabólicas;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;81,36
Total Nacional;03 Asturias, Principado de;Enfermedades endocrinas, nutricionales y metabólicas;Nº medio de APVP;Hombres;12,44
Total Nacional;03 Asturias, Principado de;Enfermedades endocrinas, nutricionales y metabólicas;Nº medio de APVP;Mujeres;9,11
Total Nacional;03 Asturias, Principado de;Trastornos mentales y del comportamiento;Nº de APVP;Hombres;337,50
Total Nacional;03 Asturias, Principado de;Trastornos mentales y del comportamiento;Nº de APVP;Mujeres;330,00
Total Nacional;03 Asturias, Principado de;Trastornos mentales y del comportamiento;Distribución por capítulos de la CIE;Hombres;0,89
Total Nacional;03 Asturias, Principado de;Trastornos mentales y del comportamiento;Distribución por capítulos de la CIE;Mujeres;1,71
Total Nacional;03 Asturias, Principado de;Trastornos mentales y del comportamiento;Tasa estandarizada de APVP (tanto por cien mil);Hombres;57,98
Total Nacional;03 Asturias, Principado de;Trastornos mentales y del comportamiento;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;49,23
Total Nacional;03 Asturias, Principado de;Trastornos mentales y del comportamiento;Nº medio de APVP;Hombres;6,37
Total Nacional;03 Asturias, Principado de;Trastornos mentales y del comportamiento;Nº medio de APVP;Mujeres;7,17
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº de APVP;Hombres;1.490,00
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº de APVP;Mujeres;677,50
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Distribución por capítulos de la CIE;Hombres;3,92
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Distribución por capítulos de la CIE;Mujeres;3,52
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Tasa estandarizada de APVP (tanto por cien mil);Hombres;292,02
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;104,57
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº medio de APVP;Hombres;12,42
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº medio de APVP;Mujeres;8,36
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema circulatorio;Nº de APVP;Hombres;8.470,00
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema circulatorio;Nº de APVP;Mujeres;2.855,00
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema circulatorio;Distribución por capítulos de la CIE;Hombres;22,30
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema circulatorio;Distribución por capítulos de la CIE;Mujeres;14,82
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema circulatorio;Tasa estandarizada de APVP (tanto por cien mil);Hombres;1.489,76
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema circulatorio;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;439,61
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema circulatorio;Nº medio de APVP;Hombres;12,60
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema circulatorio;Nº medio de APVP;Mujeres;9,45
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema respiratorio;Nº de APVP;Hombres;1.867,50
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema respiratorio;Nº de APVP;Mujeres;957,50
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema respiratorio;Distribución por capítulos de la CIE;Hombres;4,92
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema respiratorio;Distribución por capítulos de la CIE;Mujeres;4,97
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema respiratorio;Tasa estandarizada de APVP (tanto por cien mil);Hombres;328,85
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema respiratorio;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;149,78
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema respiratorio;Nº medio de APVP;Hombres;9,68
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema respiratorio;Nº medio de APVP;Mujeres;10,30
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema digestivo;Nº de APVP;Hombres;2.555,00
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema digestivo;Nº de APVP;Mujeres;877,50
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema digestivo;Distribución por capítulos de la CIE;Hombres;6,73
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema digestivo;Distribución por capítulos de la CIE;Mujeres;4,55
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema digestivo;Tasa estandarizada de APVP (tanto por cien mil);Hombres;448,27
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema digestivo;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;143,76
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema digestivo;Nº medio de APVP;Hombres;12,52
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema digestivo;Nº medio de APVP;Mujeres;12,36
Total Nacional;03 Asturias, Principado de;Enfermedades de la piel y del tejido subcutáneo;Nº de APVP;Hombres;72,50
Total Nacional;03 Asturias, Principado de;Enfermedades de la piel y del tejido subcutáneo;Nº de APVP;Mujeres;12,50
Total Nacional;03 Asturias, Principado de;Enfermedades de la piel y del tejido subcutáneo;Distribución por capítulos de la CIE;Hombres;0,19
Total Nacional;03 Asturias, Principado de;Enfermedades de la piel y del tejido subcutáneo;Distribución por capítulos de la CIE;Mujeres;0,06
Total Nacional;03 Asturias, Principado de;Enfermedades de la piel y del tejido subcutáneo;Tasa estandarizada de APVP (tanto por cien mil);Hombres;12,53
Total Nacional;03 Asturias, Principado de;Enfermedades de la piel y del tejido subcutáneo;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;1,78
Total Nacional;03 Asturias, Principado de;Enfermedades de la piel y del tejido subcutáneo;Nº medio de APVP;Hombres;6,59
Total Nacional;03 Asturias, Principado de;Enfermedades de la piel y del tejido subcutáneo;Nº medio de APVP;Mujeres;4,17
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº de APVP;Hombres;97,50
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº de APVP;Mujeres;127,50
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Distribución por capítulos de la CIE;Hombres;0,26
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Distribución por capítulos de la CIE;Mujeres;0,66
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Tasa estandarizada de APVP (tanto por cien mil);Hombres;17,12
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;19,24
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº medio de APVP;Hombres;10,83
Total Nacional;03 Asturias, Principado de;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº medio de APVP;Mujeres;7,50
